ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Budżet Państwa
0022-0001-0040;0022-0001;c;Dysponent;Polski Komitet Normalizacyjny;65;;443
0022-0001-0041;0022-0001;c;Dysponent;Państwowa Agencja Atomistyki;68;;1116
0022-0001-0042;0022-0001;c;Dysponent;Urząd Komunikacji Elektronicznej;76;;12720
0022-0001-0043;0022-0001;c;Dysponent;Wojewodowie;85;;118165
0022-0002;0022;b;Zadanie 22.2;Obsługa administracyjna;;;2407917
0022-0002-0001;0022-0002;c;Dysponent;Kancelaria Senatu;03;;5653
0022-0002-0002;0022-0002;c;Dysponent;Krajowa Rada Radiofonii i Telewizji;09;;2746
0022-0002-0003;0022-0002;c;Dysponent;Krajowe Biuro Wyborcze;11;;35487
0022-0002-0004;0022-0002;c;Dysponent;Państwowa Inspekcja Pracy;12;;44644
0022-0002-0005;0022-0002;c;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;24427
0022-0002-0006;0022-0002;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;2704
0022-0002-0007;0022-0002;c;Dysponent;Ministerstwo Infrastruktury;18;;9264
0022-0002-0008;0022-0002;c;Dysponent;Ministerstwo Finansów;19;;123489
0022-0002-0009;0022-0002;c;Dysponent;Ministerstwo Gospodarki;20;;57033
0022-0002-0010;0022-0002;c;Dysponent;Ministerstwo Infrastruktury;21;;2810
0022-0002-0011;0022-0002;c;Dysponent;Ministerstwo Środowiska;22;;58011
0022-0002-0012;0022-0002;c;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;17813
0022-0002-0013;0022-0002;c;Dysponent;Ministerstwo Sportu i Turystyki;25;;3704
0022-0002-0014;0022-0002;c;Dysponent;Ministerstwo Infrastruktury;26;;4478
0022-0002-0015;0022-0002;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;884
0022-0002-0016;0022-0002;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;46805
0022-0002-0017;0022-0002;c;Dysponent;Ministerstwo Obrony Narodowej;29;;36073
0022-0002-0018;0022-0002;c;Dysponent;Ministerstwo Edukacji Narodowej;30;;5397
0022-0002-0019;0022-0002;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;8961
0022-0002-0020;0022-0002;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;14475
0022-0002-0021;0022-0002;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;1345834
0022-0002-0022;0022-0002;c;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;22636
0022-0002-0023;0022-0002;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;2182
0022-0002-0024;0022-0002;c;Dysponent;Ministerstwo Skarbu Państwa;36;;23123
0022-0002-0025;0022-0002;c;Dysponent;Ministerstwo Sprawiedliwości;37;;85290
0022-0002-0026;0022-0002;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;14676
0022-0002-0027;0022-0002;c;Dysponent;Ministerstwo Infrastruktury;39;;13371
0022-0002-0028;0022-0002;c;Dysponent;Ministerstwo Sportu i Turystyki;40;;638
0022-0002-0029;0022-0002;c;Dysponent;Ministerstwo Środowiska;41;;63985
0022-0002-0030;0022-0002;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;24106
0022-0002-0031;0022-0002;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;1254
0022-0002-0032;0022-0002;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;4870
0022-0002-0033;0022-0002;c;Dysponent;Ministerstwo Spraw Zagranicznych;45;;52635
0022-0002-0034;0022-0002;c;Dysponent;Ministerstwo Zdrowia;46;;7807
0022-0002-0035;0022-0002;c;Dysponent;Urząd Zamówień Publicznych;49;;2646
0022-0002-0036;0022-0002;c;Dysponent;Urząd Regulacji Energetyki;50;;3680
0022-0002-0037;0022-0002;c;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;8100
0022-0002-0038;0022-0002;c;Dysponent;Wyższy Urząd Górniczy;60;;3051
0022-0002-0039;0022-0002;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;1527
0022-0002-0040;0022-0002;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;177
0022-0002-0041;0022-0002;c;Dysponent;Polski Komitet Normalizacyjny;65;;3233
0022-0002-0042;0022-0002;c;Dysponent;Państwowa Agencja Atomistyki;68;;2174
0022-0002-0043;0022-0002;c;Dysponent;Urząd Transportu Kolejowego;71;;1938
0022-0002-0044;0022-0002;c;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;0
0022-0002-0045;0022-0002;c;Dysponent;Urząd Komunikacji Elektronicznej;76;;19734
0022-0002-0046;0022-0002;c;Dysponent;Wojewodowie;85;;194392
0022-0003;0022;b;Zadanie 22.3;Obsługa techniczna;;;735993
0022-0003-0001;0022-0003;c;Dysponent;Kancelaria Sejmu;02;;44892
0022-0003-0002;0022-0003;c;Dysponent;Kancelaria Senatu;03;;19011
0022-0003-0003;0022-0003;c;Dysponent;Krajowa Rada Radiofonii i Telewizji;09;;2632
0022-0003-0004;0022-0003;c;Dysponent;Krajowe Biuro Wyborcze;11;;6849
0022-0003-0005;0022-0003;c;Dysponent;Państwowa Inspekcja Pracy;12;;38866
0022-0003-0006;0022-0003;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;581
0022-0003-0007;0022-0003;c;Dysponent;Ministerstwo Infrastruktury;18;;9898
0022-0003-0008;0022-0003;c;Dysponent;Ministerstwo Finansów;19;;39464
0022-0003-0009;0022-0003;c;Dysponent;Ministerstwo Gospodarki;20;;36318
0022-0003-0010;0022-0003;c;Dysponent;Ministerstwo Infrastruktury;21;;2008
0022-0003-0011;0022-0003;c;Dysponent;Ministerstwo Środowiska;22;;19519
0022-0003-0012;0022-0003;c;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;12682
0022-0003-0013;0022-0003;c;Dysponent;Ministerstwo Sportu i Turystyki;25;;6573
0022-0003-0014;0022-0003;c;Dysponent;Ministerstwo Infrastruktury;26;;2661
0022-0003-0015;0022-0003;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;520
0022-0003-0016;0022-0003;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;8231
0022-0003-0017;0022-0003;c;Dysponent;Ministerstwo Obrony Narodowej;29;;20700
0022-0003-0018;0022-0003;c;Dysponent;Ministerstwo Edukacji Narodowej;30;;11538
0022-0003-0019;0022-0003;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;15927
0022-0003-0020;0022-0003;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;63080
0022-0003-0021;0022-0003;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;4446
0022-0003-0022;0022-0003;c;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;5402
0022-0003-0023;0022-0003;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;152
0022-0003-0024;0022-0003;c;Dysponent;Ministerstwo Skarbu Państwa;36;;18817
0022-0003-0025;0022-0003;c;Dysponent;Ministerstwo Sprawiedliwości;37;;39302
0022-0003-0026;0022-0003;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;3665
0022-0003-0027;0022-0003;c;Dysponent;Ministerstwo Infrastruktury;39;;14318
0022-0003-0028;0022-0003;c;Dysponent;Ministerstwo Sportu i Turystyki;40;;1387
0022-0003-0029;0022-0003;c;Dysponent;Ministerstwo Środowiska;41;;11684
0022-0003-0030;0022-0003;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;11727
0022-0003-0031;0022-0003;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;307
0022-0003-0032;0022-0003;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;5725
0022-0003-0033;0022-0003;c;Dysponent;Ministerstwo Spraw Zagranicznych;45;;71225
0022-0003-0034;0022-0003;c;Dysponent;Ministerstwo Zdrowia;46;;8939
0022-0003-0035;0022-0003;c;Dysponent;Urząd Zamówień Publicznych;49;;3003
0022-0003-0036;0022-0003;c;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;6450
0022-0003-0037;0022-0003;c;Dysponent;Wyższy Urząd Górniczy;60;;1350
0022-0003-0038;0022-0003;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;17629
0022-0003-0039;0022-0003;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;759
0022-0003-0040;0022-0003;c;Dysponent;Polski Komitet Normalizacyjny;65;;4260
0022-0003-0041;0022-0003;c;Dysponent;Państwowa Agencja Atomistyki;68;;1534
0022-0003-0042;0022-0003;c;Dysponent;Urząd Transportu Kolejowego;71;;879
0022-0003-0043;0022-0003;c;Dysponent;Wojewodowie;85;;141083
9999;;a;Total;Ogółem;;;313500662
