ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Środki europejskie
0022-0002-0021;0022-0002;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;0
0022-0002-0022;0022-0002;c;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0022-0002-0023;0022-0002;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;0
0022-0002-0024;0022-0002;c;Dysponent;Ministerstwo Skarbu Państwa;36;;0
0022-0002-0025;0022-0002;c;Dysponent;Ministerstwo Sprawiedliwości;37;;17583
0022-0002-0026;0022-0002;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;1110
0022-0002-0027;0022-0002;c;Dysponent;Ministerstwo Infrastruktury;39;;0
0022-0002-0028;0022-0002;c;Dysponent;Ministerstwo Sportu i Turystyki;40;;0
0022-0002-0029;0022-0002;c;Dysponent;Ministerstwo Środowiska;41;;0
0022-0002-0030;0022-0002;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0022-0002-0031;0022-0002;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;0
0022-0002-0032;0022-0002;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0022-0002-0033;0022-0002;c;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0022-0002-0034;0022-0002;c;Dysponent;Ministerstwo Zdrowia;46;;0
0022-0002-0035;0022-0002;c;Dysponent;Urząd Zamówień Publicznych;49;;0
0022-0002-0036;0022-0002;c;Dysponent;Urząd Regulacji Energetyki;50;;0
0022-0002-0037;0022-0002;c;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;0
0022-0002-0038;0022-0002;c;Dysponent;Wyższy Urząd Górniczy;60;;0
0022-0002-0039;0022-0002;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;0
0022-0002-0040;0022-0002;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;0
0022-0002-0041;0022-0002;c;Dysponent;Polski Komitet Normalizacyjny;65;;0
0022-0002-0042;0022-0002;c;Dysponent;Państwowa Agencja Atomistyki;68;;0
0022-0002-0043;0022-0002;c;Dysponent;Urząd Transportu Kolejowego;71;;0
0022-0002-0044;0022-0002;c;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;0
0022-0002-0045;0022-0002;c;Dysponent;Urząd Komunikacji Elektronicznej;76;;0
0022-0002-0046;0022-0002;c;Dysponent;Wojewodowie;85;;0
0022-0003;0022;b;Zadanie 22.3;Obsługa techniczna;;;639
0022-0003-0001;0022-0003;c;Dysponent;Kancelaria Sejmu;02;;0
0022-0003-0002;0022-0003;c;Dysponent;Kancelaria Senatu;03;;0
0022-0003-0003;0022-0003;c;Dysponent;Krajowa Rada Radiofonii i Telewizji;09;;0
0022-0003-0004;0022-0003;c;Dysponent;Krajowe Biuro Wyborcze;11;;0
0022-0003-0005;0022-0003;c;Dysponent;Państwowa Inspekcja Pracy;12;;0
0022-0003-0006;0022-0003;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;0
0022-0003-0007;0022-0003;c;Dysponent;Ministerstwo Infrastruktury;18;;0
0022-0003-0008;0022-0003;c;Dysponent;Ministerstwo Finansów;19;;0
0022-0003-0009;0022-0003;c;Dysponent;Ministerstwo Gospodarki;20;;0
0022-0003-0010;0022-0003;c;Dysponent;Ministerstwo Infrastruktury;21;;0
0022-0003-0011;0022-0003;c;Dysponent;Ministerstwo Środowiska;22;;0
0022-0003-0012;0022-0003;c;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0022-0003-0013;0022-0003;c;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0022-0003-0014;0022-0003;c;Dysponent;Ministerstwo Infrastruktury;26;;0
0022-0003-0015;0022-0003;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;0
0022-0003-0016;0022-0003;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;639
0022-0003-0017;0022-0003;c;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0022-0003-0018;0022-0003;c;Dysponent;Ministerstwo Edukacji Narodowej;30;;0
0022-0003-0019;0022-0003;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0022-0003-0020;0022-0003;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0022-0003-0021;0022-0003;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;0
0022-0003-0022;0022-0003;c;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0022-0003-0023;0022-0003;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;0
0022-0003-0024;0022-0003;c;Dysponent;Ministerstwo Skarbu Państwa;36;;0
0022-0003-0025;0022-0003;c;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0022-0003-0026;0022-0003;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;0
0022-0003-0027;0022-0003;c;Dysponent;Ministerstwo Infrastruktury;39;;0
0022-0003-0028;0022-0003;c;Dysponent;Ministerstwo Sportu i Turystyki;40;;0
0022-0003-0029;0022-0003;c;Dysponent;Ministerstwo Środowiska;41;;0
0022-0003-0030;0022-0003;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0022-0003-0031;0022-0003;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;0
0022-0003-0032;0022-0003;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0022-0003-0033;0022-0003;c;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0022-0003-0034;0022-0003;c;Dysponent;Ministerstwo Zdrowia;46;;0
0022-0003-0035;0022-0003;c;Dysponent;Urząd Zamówień Publicznych;49;;0
0022-0003-0036;0022-0003;c;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;0
0022-0003-0037;0022-0003;c;Dysponent;Wyższy Urząd Górniczy;60;;0
0022-0003-0038;0022-0003;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;0
0022-0003-0039;0022-0003;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;0
0022-0003-0040;0022-0003;c;Dysponent;Polski Komitet Normalizacyjny;65;;0
0022-0003-0041;0022-0003;c;Dysponent;Państwowa Agencja Atomistyki;68;;0
0022-0003-0042;0022-0003;c;Dysponent;Urząd Transportu Kolejowego;71;;0
0022-0003-0043;0022-0003;c;Dysponent;Wojewodowie;85;;0
9999;;a;Total;Ogółem;;;84004046
