ID;Rodzic;Poziom;Typ;Nazwa;Środki europejskie
0100-0002-0001;0100-0002;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;0
0100-0002-0001-0002;0100-0002-0001;d;Część 50;URZĄD REGULACJI ENERGETYKI;0
0100-0002-0002;0100-0002;c;Zadanie 22.2;Obsługa administracyjna;0
0100-0002-0002-0003;0100-0002-0002;d;Część 50;URZĄD REGULACJI ENERGETYKI;0
0100-0002-0003;0100-0002;c;Zadanie 22.3;Obsługa techniczna;0
0100-0002-0003-0004;0100-0002-0003;d;Część 50;URZĄD REGULACJI ENERGETYKI;0
0101;;a;Dysponent;Urząd Transportu Kolejowego;0
0101-0001;0101;b;FUNKCJA 19;INFRASTRUKTURA TRANSPORTOWA;0
0101-0001-0001;0101-0001;c;Zadanie 19.2;Wspieranie transportu kolejowego;0
0101-0001-0001-0001;0101-0001-0001;d;Podzadanie 19.2.5;Kształtowanie warunków dla rozwoju transportu kolejowego;0
0101-0001-0001-0001-0001;0101-0001-0001-0001;e;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;0
0101-0001-0001-0002;0101-0001-0001;d;Podzadanie 19.2.6;Spójność i interoperacyjność systemu kolejowego;0
0101-0001-0001-0002-0001;0101-0001-0001-0002;e;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;0
0101-0001-0001-0003;0101-0001-0001;d;Podzadanie 19.2.7;Nadzór rynku wyrobów przeznaczonych dla kolejnictwa;0
0101-0001-0001-0003-0001;0101-0001-0001-0003;e;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;0
0101-0001-0001-0004;0101-0001-0001;d;Podzadanie 19.2.8;Wspieranie i regulacja rynku transportu kolejowego;0
0101-0001-0001-0004-0001;0101-0001-0001-0004;e;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;0
0101-0002;0101;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;0
0101-0002-0001;0101-0002;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;0
0101-0002-0001-0002;0101-0002-0001;d;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;0
0101-0002-0002;0101-0002;c;Zadanie 22.2;Obsługa administracyjna;0
0101-0002-0002-0003;0101-0002-0002;d;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;0
0101-0002-0003;0101-0002;c;Zadanie 22.3;Obsługa techniczna;0
0101-0002-0003-0004;0101-0002-0003;d;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;0
0102;;a;Dysponent;Urząd Zamówień Publicznych;496
0102-0001;0102;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;496
0102-0001-0001;0102-0001;c;Zadanie 1.6;Nadzór nad systemem zamówień publicznych;496
0102-0001-0001-0001;0102-0001-0001;d;Podzadanie 1.6.1;Nadzór nad przestrzeganiem zasad systemu zamówień w szczególności dokonywanie kontroli procesu udzielania zamówień w zakresie przewidzianym ustawą;496
0102-0001-0001-0001-0001;0102-0001-0001-0001;e;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;496
0102-0001-0001-0002;0102-0001-0001;d;Podzadanie 1.6.2;System odwołań;0
0102-0001-0001-0002-0001;0102-0001-0001-0002;e;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;0
0102-0002;0102;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;0
0102-0002-0001;0102-0002;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;0
0102-0002-0001-0002;0102-0002-0001;d;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;0
0102-0002-0002;0102-0002;c;Zadanie 22.2;Obsługa administracyjna;0
0102-0002-0002-0003;0102-0002-0002;d;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;0
0102-0002-0003;0102-0002;c;Zadanie 22.3;Obsługa techniczna;0
0102-0002-0003-0004;0102-0002-0003;d;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;0
0103;;a;Dysponent;Wojewodowie;547897
0103-0001;0103;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;0
0103-0001-0001;0103-0001;c;Zadanie 1.5;Organizacja i przeprowadzanie wyborów;0
0103-0001-0001-0001;0103-0001-0001;d;Podzadanie 1.5.4;Wybory do rad gmin, rad powiatów i sejmików województw, wybory wójtów, burmistrzów i prezydentów miast oraz referenda gminne, powiatowe i wojewódzkie;0
0103-0001-0001-0001-0001;0103-0001-0001-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0001-0002;0103-0001;c;Zadanie 1.10;Ocena gospodarki finansowej jednostek samorządu terytorialnego z punktu widzenia kryteriów ustawowych;0
0103-0001-0002-0001;0103-0001-0002;d;Podzadanie 1.10.1;Przygotowanie i wykonanie kontroli oraz upublicznienie ich wyników;0
0103-0001-0002-0001-0001;0103-0001-0002-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0001-0002-0002;0103-0001-0002;d;Podzadanie 1.10.2;Sprawowanie nadzoru nad jednostkami samorządu terytorialnego oraz działalność opiniodawcza;0
0103-0001-0002-0002-0001;0103-0001-0002-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0002;0103;b;FUNKCJA 2;BEZPIECZEŃSTWO WEWNĘTRZNE I PORZĄDEK PUBLICZNY;15290
0103-0002-0001;0103-0002;c;Zadanie 2.1;Ochrona obywateli i utrzymanie porządku publicznego;0
0103-0002-0001-0001;0103-0002-0001;d;Podzadanie 2.1.5;Wydawanie zezwoleń, koncesji, wpisu do rejestru działalności regulowanej oraz kontrola własna działalności koncesjonowanej, regulowanej i legalności nabycia nieruchomości, akcji i udziałów przez cudzoziemców;0
0103-0002-0001-0001-0001;0103-0002-0001-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0002-0002;0103-0002;c;Zadanie 2.4;Ochrona przeciwpożarowa, działalność ratowniczo-gaśnicza oraz zapobiegawcza;10924
0103-0002-0002-0001;0103-0002-0002;d;Podzadanie 2.4.1;Działalność ratowniczo-gaśnicza;9612
0103-0002-0002-0001-0001;0103-0002-0002-0001;e;Część 85;Budżety wojewodów ogółem;9612
0103-0002-0002-0002;0103-0002-0002;d;Podzadanie 2.4.2;Działalność ratownictwa górskiego i wodnego;1312
0103-0002-0002-0002-0001;0103-0002-0002-0002;e;Część 85;Budżety wojewodów ogółem;1312
0103-0002-0003;0103-0002;c;Zadanie 2.5; Zarządzanie kryzysowe i obrona cywilna;0
0103-0002-0003-0001;0103-0002-0003;d;Podzadanie 2.5.1;Koordynacja przedsięwzięć z zakresu zarządzania kryzysowego;0
0103-0002-0003-0001-0001;0103-0002-0003-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0002-0003-0002;0103-0002-0003;d;Podzadanie 2.5.2;Przeciwdziałanie i usuwanie skutków klęsk żywiołowych;0
0103-0002-0003-0002-0001;0103-0002-0003-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0002-0003-0003;0103-0002-0003;d;Podzadanie 2.5.3;Obrona cywilna;0
0103-0002-0003-0003-0001;0103-0002-0003-0003;e;Część 85;Budżety wojewodów ogółem;0
0103-0002-0003-0004;0103-0002-0003;d;Podzadanie 2.5.4;System powiadomienia ratunkowego 112;0
0103-0002-0003-0004-0001;0103-0002-0003-0004;e;Część 85;Budżety wojewodów ogółem;0
0103-0002-0004;0103-0002;c;Zadanie 2.6;Ochrona granicy państwowej i kontrola ruchu granicznego;4366
0103-0002-0004-0001;0103-0002-0004;d;Podzadanie 2.6.4;Budowa i utrzymanie przejść granicznych;4366
0103-0002-0004-0001-0001;0103-0002-0004-0001;e;Część 85;Budżety wojewodów ogółem;4366
0103-0003;0103;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;707
0103-0003-0001;0103-0003;c;Zadanie 3.1;Edukacja i wychowanie;707
0103-0003-0001-0001;0103-0003-0001;d;Podzadanie 3.1.1;Zarządzanie i nadzór nad systemem edukacji i wychowania;221
0103-0003-0001-0001-0001;0103-0003-0001-0001;e;Część 85;Budżety wojewodów ogółem;221
0103-0003-0001-0002;0103-0003-0001;d;Podzadanie 3.1.2;Kształcenie ogólne, zawodowe i ustawiczne;0
0103-0003-0001-0002-0001;0103-0003-0001-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0003-0001-0003;0103-0003-0001;d;Podzadanie 3.1.3;Kształcenie i doskonalenie nauczycieli oraz kształtowanie ich pragmatyki zawodowej;0
0103-0003-0001-0003-0001;0103-0003-0001-0003;e;Część 85;Budżety wojewodów ogółem;0
0103-0003-0001-0004;0103-0003-0001;d;Podzadanie 3.1.4;Egzaminy zewnętrzne;0
0103-0003-0001-0004-0001;0103-0003-0001-0004;e;Część 85;Budżety wojewodów ogółem;0
0103-0003-0001-0005;0103-0003-0001;d;Podzadanie 3.1.5;Wspieranie uczniów zdolnych oraz dzieci i młodzieży ze specjalnymi potrzebami edukacyjnymi;0
0103-0003-0001-0005-0001;0103-0003-0001-0005;e;Część 85;Budżety wojewodów ogółem;0
0103-0003-0001-0006;0103-0003-0001;d;Podzadanie 3.1.6;Edukacja pozalekcyjna i pozaszkolna;0
0103-0003-0001-0006-0001;0103-0003-0001-0006;e;Część 85;Budżety wojewodów ogółem;0
0103-0003-0001-0007;0103-0003-0001;d;Podzadanie 3.1.7;Wspieranie dostępu do podręczników;486
0103-0003-0001-0007-0001;0103-0003-0001-0007;e;Część 85;Budżety wojewodów ogółem;486
0103-0003-0001-0008;0103-0003-0001;d;Podzadanie 3.1.9;Prowadzenie działalności edukacyjnej, badawczej i popularyzatorskiej przez IPN;0
0103-0003-0001-0008-0001;0103-0003-0001-0008;e;Część 85;Budżety wojewodów ogółem;0
0103-0004;0103;b;FUNKCJA 4;ZARZĄDZANIE FINANSAMI PAŃSTWA;0
0103-0004-0001;0103-0004;c;Zadanie 4.1;Opracowywanie i wykonywanie budżetu państwa;0
0103-0004-0001-0001;0103-0004-0001;d;Podzadanie 4.1.1;Opracowanie metodologii i planowanie budżetowe;0
0103-0004-0001-0001-0001;0103-0004-0001-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0004-0002;0103-0004;c;Zadanie 4.3;Realizacja dochodów z podatków bezpośrednich, pośrednich oraz dochodów niepodatkowych;0
0103-0004-0002-0001;0103-0004-0002;d;Podzadanie 4.3.1;Pobór podatków w tym ustalanie i określanie zobowiązań podatkowych oraz niepodatkowych należności budżetu państwa i jednostek samorządu terytorialnego;0
0103-0004-0002-0001-0001;0103-0004-0002-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0005;0103;b;FUNKCJA 5;OCHRONA PRAW I INTERESÓW SKARBU PAŃSTWA;0
0103-0005-0001;0103-0005;c;Zadanie 5.1;Gospodarowanie mieniem Skarbu Państwa;0
0103-0005-0001-0001;0103-0005-0001;d;Podzadanie 5.1.1;Przekształcenia własnościowe (prywatyzacja);0
0103-0005-0001-0001-0001;0103-0005-0001-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0005-0001-0002;0103-0005-0001;d;Podzadanie 5.1.2;Nadzór właścicielski;0
0103-0005-0001-0002-0001;0103-0005-0001-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0005-0001-0003;0103-0005-0001;d;Podzadanie 5.1.3;Zarządzanie mieniem Skarbu Państwa;0
0103-0005-0001-0003-0001;0103-0005-0001-0003;e;Część 85;Budżety wojewodów ogółem;0
0103-0005-0001-0004;0103-0005-0001;d;Podzadanie 5.1.4;Regulacja stanu prawnego nieruchomości;0
0103-0005-0001-0004-0001;0103-0005-0001-0004;e;Część 85;Budżety wojewodów ogółem;0
0103-0005-0002;0103-0005;c;Zadanie 5.2;Roszczenia majątkowe wobec Skarbu Państwa (w tym za mienie pozostawione poza granicami państwa);0
0103-0005-0002-0001;0103-0005-0002;d;Podzadanie 5.2.1;Zaspokajanie roszczeń majątkowych wobec Skarbu Państwa;0
0103-0005-0002-0001-0001;0103-0005-0002-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0005-0003;0103-0005;c;Zadanie 5.3;Zastępstwo procesowe oraz działalność opiniodawcza i legislacyjna;0
0103-0005-0003-0001;0103-0005-0003;d;Podzadanie 5.3.1;Wykonywanie zastępstwa procesowego;0
0103-0005-0003-0001-0001;0103-0005-0003-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0005-0003-0002;0103-0005-0003;d;Podzadanie 5.3.2;Działalność opiniodawcza i legislacyjna;0
0103-0005-0003-0002-0001;0103-0005-0003-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0006;0103;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;0
0103-0006-0001;0103-0006;c;Zadanie 6.2;Bezpieczeństwo gospodarcze państwa;0
0103-0006-0001-0001;0103-0006-0001;d;Podzadanie 6.2.2;Tworzenie warunków dla funkcjonowania górnictwa węgla kamiennego;0
0103-0006-0001-0001-0001;0103-0006-0001-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0006-0001-0002;0103-0006-0001;d;Podzadanie 6.2.3;Wspieranie bezpieczeństwa energetycznego;0
0103-0006-0001-0002-0001;0103-0006-0001-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0006-0002;0103-0006;c;Zadanie 6.4;Wsparcie i promocja turystyki;0
0103-0006-0002-0001;0103-0006-0002;d;Podzadanie 6.4.4;Tworzenie i wspieranie systemu marketingu w turystyce;0
0103-0006-0002-0001-0001;0103-0006-0002-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0006-0003;0103-0006;c;Zadanie 6.12;Ochrona konkurencji i konsumentów;0
0103-0006-0003-0001;0103-0006-0003;d;Podzadanie 6.12.2;Ochrona konsumentów i nadzór rynku;0
0103-0006-0003-0001-0001;0103-0006-0003-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0006-0003-0002;0103-0006-0003;d;Podzadanie 6.12.4;Realizacja zadań w zakresie jakości handlowej artykułów rolno-spożywczych;0
0103-0006-0003-0002-0001;0103-0006-0003-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0007;0103;b;FUNKCJA 7;GOSPODARKA PRZESTRZENNA, BUDOWNICTWO I MIESZKALNICTWO;0
0103-0007-0001;0103-0007;c;Zadanie 7.2;Zagospodarowanie przestrzenne i gospodarka nieruchomościami;0
0103-0007-0001-0001;0103-0007-0001;d;Podzadanie 7.2.1;Zagospodarowanie przestrzenne kraju;0
0103-0007-0001-0001-0001;0103-0007-0001-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0007-0002;0103-0007;c;Zadanie 7.3;Geodezja i kartografia;0
0103-0007-0002-0001;0103-0007-0002;d;Podzadanie 7.3.1;Nadzór i kontrola w zakresie przestrzegania i stosowania przepisów w dziedzinie geodezji i kartografii;0
0103-0007-0002-0001-0001;0103-0007-0002-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0007-0002-0002;0103-0007-0002;d;Podzadanie 7.3.2;Prowadzenie i przechowywanie baz danych przez wojewódzkiego inspektora nadzoru geodezyjnego i kartograficznego;0
0103-0007-0002-0002-0001;0103-0007-0002-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0007-0002-0003;0103-0007-0002;d;Podzadanie 7.3.3;Gromadzenie, prowadzenie, aktualizacja i udostępnienie zasobu geodezyjnego i kartograficznego;0
0103-0007-0002-0003-0001;0103-0007-0002-0003;e;Część 85;Budżety wojewodów ogółem;0
0103-0007-0003;0103-0007;c;Zadanie 7.4;Nadzór budowlany;0
0103-0007-0003-0001;0103-0007-0003;d;Podzadanie 7.4.1;Kontrola procesu budowlanego;0
0103-0007-0003-0001-0001;0103-0007-0003-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0007-0003-0002;0103-0007-0003;d;Podzadanie 7.4.2;Kontrola rynku wyrobów budowlanych;0
0103-0007-0003-0002-0001;0103-0007-0003-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0007-0003-0003;0103-0007-0003;d;Podzadanie 7.4.3;Orzecznictwo administracyjne;0
0103-0007-0003-0003-0001;0103-0007-0003-0003;e;Część 85;Budżety wojewodów ogółem;0
0103-0008;0103;b;FUNKCJA 8;KULTURA FIZYCZNA I SPORT;0
0103-0008-0001;0103-0008;c;Zadanie 8.3;Wspieranie infrastruktury sportowej;0
0103-0008-0001-0001;0103-0008-0001;d;Podzadanie 8.3.3;Program ``Moje Boisko-Orlik 2012``;0
0103-0008-0001-0001-0001;0103-0008-0001-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0008-0002;0103-0008;c;Zadanie 8.4;Współorganizacja Mistrzostw Europy;0
0103-0008-0002-0001;0103-0008-0002;d;Podzadanie 8.4.1;Program wieloletni ``Przygotowanie i wykonanie przedsięwzięć EURO 2012``;0
0103-0008-0002-0001-0001;0103-0008-0002-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0009;0103;b;FUNKCJA 9;KULTURA I DZIEDZICTWO NARODOWE;0
0103-0009-0001;0103-0009;c;Zadanie 9.1;Podtrzymywanie i rozpowszechnianie tradycji narodowej i państwowej;0
0103-0009-0001-0001;0103-0009-0001;d;Podzadanie 9.1.1;Ochrona miejsc pamięci narodowej w kraju i za granicą;0
0103-0009-0001-0001-0001;0103-0009-0001-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0009-0002;0103-0009;c;Zadanie 9.2;Ochrona dziedzictwa narodowego;0
0103-0009-0002-0001;0103-0009-0002;d;Podzadanie 9.2.3;Zachowanie, utrzymanie i zagospodarowanie zabytków;0
0103-0009-0002-0001-0001;0103-0009-0002-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0009-0002-0002;0103-0009-0002;d;Podzadanie 9.2.4;Dokumentacja, rejestry i ewidencja zabytków oraz dóbr kultury;0
0103-0009-0002-0002-0001;0103-0009-0002-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0010;0103;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;0
0103-0010-0001;0103-0010;c;Zadanie 11.1;Utrzymanie zdolności obronnych;0
0103-0010-0001-0001;0103-0010-0001;d;Podzadanie 11.1.1;Utrzymanie zdolności operacyjnych Wojsk Lądowych;0
0103-0010-0001-0001-0001;0103-0010-0001-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0010-0002;0103-0010;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;0
0103-0010-0002-0001;0103-0010-0002;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;0
0103-0010-0002-0001-0001;0103-0010-0002-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0011;0103;b;FUNKCJA 12;ŚRODOWISKO;140659
0103-0011-0001;0103-0011;c;Zadanie 12.1;Kształtowanie bioróżnorodności;0
0103-0011-0001-0001;0103-0011-0001;d;Podzadanie 12.1.1;Realizacja sieci Natura 2000;0
0103-0011-0001-0001-0001;0103-0011-0001-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0011-0001-0002;0103-0011-0001;d;Podzadanie 12.1.2;Ochrona przyrody i krajobrazu, w tym parki narodowe;0
0103-0011-0001-0002-0001;0103-0011-0001-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0011-0002;0103-0011;c;Zadanie 12.2;Kształtowanie jakości powietrza atmosferycznego i przeciwdziałanie zmianom klimatu;0
0103-0011-0002-0001;0103-0011-0002;d;Podzadanie 12.2.1;Ochrona powietrza przed zanieczyszczeniami oraz działania z zakresu handlu emisjami zanieczyszczeń innych niż gazy cieplarniane;0
0103-0011-0002-0001-0001;0103-0011-0002-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0011-0003;0103-0011;c;Zadanie 12.3;Racjonalne gospodarowanie zasobami i strukturami geologicznymi;0
0103-0011-0003-0001;0103-0011-0003;d;Podzadanie 12.3.1;Gromadzenie i udostępnianie danych geologicznych oraz prowadzenie rejestru obszarów górniczych;0
0103-0011-0003-0001-0001;0103-0011-0003-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0011-0003-0002;0103-0011-0003;d;Podzadanie 12.3.2;Badania geologiczne, gospodarowanie zasobami złóż kopalin oraz ustalanie dyspozycyjnych zasobów wód podziemnych;0
0103-0011-0003-0002-0001;0103-0011-0003-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0011-0004;0103-0011;c;Zadanie 12.4;Gospodarka odpadami;0
0103-0011-0004-0001;0103-0011-0004;d;Podzadanie 12.4.1;Kształtowanie i realizacja polityki państwa w zakresie gospodarki odpadami;0
0103-0011-0004-0001-0001;0103-0011-0004-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0011-0005;0103-0011;c;Zadanie 12.5;Gospodarowanie zasobami wodnymi;0
0103-0011-0005-0001;0103-0011-0005;d;Podzadanie 12.5.1;Kształtowanie, ochrona i wykorzystanie zasobów wodnych;0
0103-0011-0005-0001-0001;0103-0011-0005-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0011-0005-0002;0103-0011-0005;d;Podzadanie 12.5.2;Utrzymanie powierzonego majątku związanego z gospodarką wodną;0
0103-0011-0005-0002-0001;0103-0011-0005-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0011-0005-0003;0103-0011-0005;d;Podzadanie 12.5.3;Ochrona przeciwpowodziowa oraz przeciwdziałanie skutkom suszy;0
0103-0011-0005-0003-0001;0103-0011-0005-0003;e;Część 85;Budżety wojewodów ogółem;0
0103-0011-0006;0103-0011;c;Zadanie 12.7;Kontrola, monitoring stanu środowiska i przeciwdziałanie poważnym awariom;140659
0103-0011-0006-0001;0103-0011-0006;d;Podzadanie 12.7.1;Kontrola podmiotów korzystających ze środowiska w tym w zakresie zapobiegania poważnym awariom;140659
0103-0011-0006-0001-0001;0103-0011-0006-0001;e;Część 85;Budżety wojewodów ogółem;140659
0103-0011-0006-0002;0103-0011-0006;d;Podzadanie 12.7.2;Monitoring stanu środowiska;0
0103-0011-0006-0002-0001;0103-0011-0006-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0011-0006-0003;0103-0011-0006;d;Podzadanie 12.7.3;Kontrola przestrzegania prawa ochrony środowiska oraz prowadzenie postępowań administracyjnych;0
0103-0011-0006-0003-0001;0103-0011-0006-0003;e;Część 85;Budżety wojewodów ogółem;0
0103-0012;0103;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;0
0103-0012-0001;0103-0012;c;Zadanie 13.1;Pomoc i integracja społeczna;0
0103-0012-0001-0001;0103-0012-0001;d;Podzadanie 13.1.1;Wspieranie osób zagrożonych wykluczeniem społecznym;0
0103-0012-0001-0001-0001;0103-0012-0001-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0012-0001-0002;0103-0012-0001;d;Podzadanie 13.1.2;Tworzenie, wdrażanie oraz realizacja przepisów o pomocy społecznej;0
0103-0012-0001-0002-0001;0103-0012-0001-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0012-0002;0103-0012;c;Zadanie 13.2;Aktywizacja społeczna osób niepełnosprawnych;0
0103-0012-0002-0001;0103-0012-0002;d;Podzadanie 13.2.1;Wspomaganie aktywizacji społecznej osób niepełnosprawnych;0
0103-0012-0002-0001-0001;0103-0012-0002-0001;e;Część 85;Budżety wojewodów ogółem;0
