ID;Rodzic;Poziom;Typ;Treść;Budżet Państwa
0104-0003-0001-0004-0001;0104-0003-0001-0004;e;Część 85;Budżety wojewodów ogółem;1748
0104-0003-0001-0005;0104-0003-0001;d;Podzadanie 3.1.5;Wspieranie uczniów zdolnych oraz dzieci i młodzieży ze specjalnymi potrzebami edukacyjnymi;7782
0104-0003-0001-0005-0001;0104-0003-0001-0005;e;Część 85;Budżety wojewodów ogółem;7782
0104-0003-0001-0006;0104-0003-0001;d;Podzadanie 3.1.6;Edukacja pozalekcyjna i pozaszkolna;15451
0104-0003-0001-0006-0001;0104-0003-0001-0006;e;Część 85;Budżety wojewodów ogółem;15451
0104-0003-0001-0007;0104-0003-0001;d;Podzadanie 3.1.7;Wspieranie dostępu do podręczników;138
0104-0003-0001-0007-0001;0104-0003-0001-0007;e;Część 85;Budżety wojewodów ogółem;138
0104-0003-0001-0008;0104-0003-0001;d;Podzadanie 3.1.8;Wsparcie działalności edukacyjno-wychowawczej;2271
0104-0003-0001-0008-0001;0104-0003-0001-0008;e;Część 85;Budżety wojewodów ogółem;2271
0104-0003-0001-0009;0104-0003-0001;d;Podzadanie 3.1.10;Infrastruktura edukacji;920
0104-0003-0001-0009-0001;0104-0003-0001-0009;e;Część 85;Budżety wojewodów ogółem;920
0104-0003-0002;0104-0003;c;Zadanie 3.3;Informatyzacja działalności i budowa społeczeństwa informacyjnego;552
0104-0003-0002-0001;0104-0003-0002;d;Podzadanie 3.3.1;Utrzymanie i rozwój systemów informatycznych;552
0104-0003-0002-0001-0001;0104-0003-0002-0001;e;Część 85;Budżety wojewodów ogółem;552
0104-0004;0104;b;FUNKCJA 4;ZARZĄDZANIE FINANSAMI PAŃSTWA;21792
0104-0004-0001;0104-0004;c;Zadanie 4.1;Opracowywanie i wykonywanie budżetu państwa;915
0104-0004-0001-0001;0104-0004-0001;d;Podzadanie 4.1.1;Opracowanie metodologii i planowanie budżetowe;915
0104-0004-0001-0001-0001;0104-0004-0001-0001;e;Część 85;Budżety wojewodów ogółem;915
0104-0004-0002;0104-0004;c;Zadanie 4.2;Opracowanie systemu finansowania jednostek samorządu terytorialnego (jst) i sfery budżetowej;2022
0104-0004-0002-0001;0104-0004-0002;d;Podzadanie 4.2.1;Zapewnienie spójności systemu finansów publicznych;299
0104-0004-0002-0001-0001;0104-0004-0002-0001;e;Część 85;Budżety wojewodów ogółem;299
0104-0004-0002-0002;0104-0004-0002;d;Podzadanie 4.2.2;Analiza i ocena funkcjonowania systemu finansowania jst;1723
0104-0004-0002-0002-0001;0104-0004-0002-0002;e;Część 85;Budżety wojewodów ogółem;1723
0104-0004-0003;0104-0004;c;Zadanie 4.3;Realizacja dochodów z podatków bezpośrednich, pośrednich oraz dochodów niepodatkowych;17670
0104-0004-0003-0001;0104-0004-0003;d;Podzadanie 4.3.1;Pobór podatków w tym ustalanie i określanie zobowiązań podatkowych oraz niepodatkowych należności budżetu państwa i jednostek samorządu terytorialnego;17670
0104-0004-0003-0001-0001;0104-0004-0003-0001;e;Część 85;Budżety wojewodów ogółem;17670
0104-0004-0004;0104-0004;c;Zadanie 4.5;Przeciwdziałanie zagrożeniom bezpieczeństwa finansowego państwa;1185
0104-0004-0004-0001;0104-0004-0004;d;Podzadanie 4.5.2;Przeciwdziałanie praniu pieniędzy i finansowaniu terroryzmu;1185
0104-0004-0004-0001-0001;0104-0004-0004-0001;e;Część 85;Budżety wojewodów ogółem;1185
0104-0005;0104;b;FUNKCJA 5;OCHRONA PRAW I INTERESÓW SKARBU PAŃSTWA;123452
0104-0005-0001;0104-0005;c;Zadanie 5.1;Gospodarowanie mieniem Skarbu Państwa;67887
0104-0005-0001-0001;0104-0005-0001;d;Podzadanie 5.1.1;Przekształcenia własnościowe (prywatyzacja);541
0104-0005-0001-0001-0001;0104-0005-0001-0001;e;Część 85;Budżety wojewodów ogółem;541
0104-0005-0001-0002;0104-0005-0001;d;Podzadanie 5.1.2;Nadzór właścicielski;772
0104-0005-0001-0002-0001;0104-0005-0001-0002;e;Część 85;Budżety wojewodów ogółem;772
0104-0005-0001-0003;0104-0005-0001;d;Podzadanie 5.1.3;Zarządzanie mieniem Skarbu Państwa;48874
0104-0005-0001-0003-0001;0104-0005-0001-0003;e;Część 85;Budżety wojewodów ogółem;48874
0104-0005-0001-0004;0104-0005-0001;d;Podzadanie 5.1.4;Regulacja stanu prawnego nieruchomości;17700
0104-0005-0001-0004-0001;0104-0005-0001-0004;e;Część 85;Budżety wojewodów ogółem;17700
0104-0005-0002;0104-0005;c;Zadanie 5.2;Roszczenia majątkowe wobec Skarbu Państwa (w tym za mienie pozostawione poza granicami państwa);37503
0104-0005-0002-0001;0104-0005-0002;d;Podzadanie 5.2.1;Zaspokajanie roszczeń majątkowych wobec Skarbu Państwa;32241
0104-0005-0002-0001-0001;0104-0005-0002-0001;e;Część 85;Budżety wojewodów ogółem;32241
0104-0005-0002-0002;0104-0005-0002;d;Podzadanie 5.2.2;Rewindykacja mienia i rekompensaty za mienie pozostawione poza granicami państwa;5262
0104-0005-0002-0002-0001;0104-0005-0002-0002;e;Część 85;Budżety wojewodów ogółem;5262
0104-0005-0003;0104-0005;c;Zadanie 5.3;Zastępstwo procesowe oraz działalność opiniodawcza i legislacyjna;18062
0104-0005-0003-0001;0104-0005-0003;d;Podzadanie 5.3.1;Wykonywanie zastępstwa procesowego;4861
0104-0005-0003-0001-0001;0104-0005-0003-0001;e;Część 85;Budżety wojewodów ogółem;4861
0104-0005-0003-0002;0104-0005-0003;d;Podzadanie 5.3.2;Działalność opiniodawcza i legislacyjna;13201
0104-0005-0003-0002-0001;0104-0005-0003-0002;e;Część 85;Budżety wojewodów ogółem;13201
0104-0006;0104;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;92826
0104-0006-0001;0104-0006;c;Zadanie 6.2;Bezpieczeństwo gospodarcze państwa;252
0104-0006-0001-0001;0104-0006-0001;d;Podzadanie 6.2.3;Wspieranie bezpieczeństwa energetycznego;252
0104-0006-0001-0001-0001;0104-0006-0001-0001;e;Część 85;Budżety wojewodów ogółem;252
0104-0006-0002;0104-0006;c;Zadanie 6.4;Wsparcie i promocja turystyki;1108
0104-0006-0002-0001;0104-0006-0002;d;Podzadanie 6.4.3;Przygotowanie wykwalifikowanych kadr dla turystyki;1108
0104-0006-0002-0001-0001;0104-0006-0002-0001;e;Część 85;Budżety wojewodów ogółem;1108
0104-0006-0003;0104-0006;c;Zadanie 6.10;Statystyka publiczna;55
0104-0006-0003-0001;0104-0006-0003;d;Podzadanie 6.10.5;Prowadzenie krajowych rejestrów urzędowych;55
0104-0006-0003-0001-0001;0104-0006-0003-0001;e;Część 85;Budżety wojewodów ogółem;55
0104-0006-0004;0104-0006;c;Zadanie 6.12;Ochrona konkurencji i konsumentów;91411
0104-0006-0004-0001;0104-0006-0004;d;Podzadanie 6.12.1;Ochrona konkurencji;900
0104-0006-0004-0001-0001;0104-0006-0004-0001;e;Część 85;Budżety wojewodów ogółem;900
0104-0006-0004-0002;0104-0006-0004;d;Podzadanie 6.12.2;Ochrona konsumentów i nadzór rynku;63922
0104-0006-0004-0002-0001;0104-0006-0004-0002;e;Część 85;Budżety wojewodów ogółem;63922
0104-0006-0004-0003;0104-0006-0004;d;Podzadanie 6.12.4;Realizacja zadań w zakresie jakości handlowej artykułów rolno-spożywczych;26589
0104-0006-0004-0003-0001;0104-0006-0004-0003;e;Część 85;Budżety wojewodów ogółem;26589
0104-0007;0104;b;FUNKCJA 7;GOSPODARKA PRZESTRZENNA, BUDOWNICTWO I MIESZKALNICTWO;303111
0104-0007-0001;0104-0007;c;Zadanie 7.1;Wspieranie budownictwa;1243
0104-0007-0001-0001;0104-0007-0001;d;Podzadanie 7.1.3;Infrastruktura techniczna towarzysząca budownictwu mieszkaniowemu;1243
0104-0007-0001-0001-0001;0104-0007-0001-0001;e;Część 85;Budżety wojewodów ogółem;1243
0104-0007-0002;0104-0007;c;Zadanie 7.2;Zagospodarowanie przestrzenne i gospodarka nieruchomościami;15791
0104-0007-0002-0001;0104-0007-0002;d;Podzadanie 7.2.1;Zagospodarowanie przestrzenne kraju;15791
0104-0007-0002-0001-0001;0104-0007-0002-0001;e;Część 85;Budżety wojewodów ogółem;15791
0104-0007-0003;0104-0007;c;Zadanie 7.3;Geodezja i kartografia;81267
0104-0007-0003-0001;0104-0007-0003;d;Podzadanie 7.3.1;Nadzór i kontrola w zakresie przestrzegania i stosowania przepisów w dziedzinie geodezji i kartografii;14128
0104-0007-0003-0001-0001;0104-0007-0003-0001;e;Część 85;Budżety wojewodów ogółem;14128
0104-0007-0003-0002;0104-0007-0003;d;Podzadanie 7.3.2;Prowadzenie i przechowywanie baz danych przez wojewódzkiego inspektora nadzoru geodezyjnego i kartograficznego;1072
0104-0007-0003-0002-0001;0104-0007-0003-0002;e;Część 85;Budżety wojewodów ogółem;1072
0104-0007-0003-0003;0104-0007-0003;d;Podzadanie 7.3.3;Gromadzenie, prowadzenie, aktualizacja i udostępnienie zasobu geodezyjnego i kartograficznego;65752
0104-0007-0003-0003-0001;0104-0007-0003-0003;e;Część 85;Budżety wojewodów ogółem;65752
0104-0007-0003-0004;0104-0007-0003;d;Podzadanie 7.3.4;Budowa infrastruktury informacji przestrzennej;315
0104-0007-0003-0004-0001;0104-0007-0003-0004;e;Część 85;Budżety wojewodów ogółem;315
0104-0007-0004;0104-0007;c;Zadanie 7.4;Nadzór budowlany;204810
0104-0007-0004-0001;0104-0007-0004;d;Podzadanie 7.4.1;Kontrola procesu budowlanego;124481
0104-0007-0004-0001-0001;0104-0007-0004-0001;e;Część 85;Budżety wojewodów ogółem;124481
0104-0007-0004-0002;0104-0007-0004;d;Podzadanie 7.4.2;Kontrola rynku wyrobów budowlanych;7987
0104-0007-0004-0002-0001;0104-0007-0004-0002;e;Część 85;Budżety wojewodów ogółem;7987
0104-0007-0004-0003;0104-0007-0004;d;Podzadanie 7.4.3;Orzecznictwo administracyjne;72342
0104-0007-0004-0003-0001;0104-0007-0004-0003;e;Część 85;Budżety wojewodów ogółem;72342
0104-0008;0104;b;FUNKCJA 8;KULTURA FIZYCZNA I SPORT;828
0104-0008-0001;0104-0008;c;Zadanie 8.3;Wspieranie infrastruktury sportowej;828
0104-0008-0001-0001;0104-0008-0001;d;Podzadanie 8.3.3;Program ``Moje Boisko-Orlik 2012``;45
0104-0008-0001-0001-0001;0104-0008-0001-0001;e;Część 85;Budżety wojewodów ogółem;45
0104-0008-0001-0002;0104-0008-0001;d;Podzadanie 8.3.4;Przygotowania Polski do współorganizacji Mistrzostw Europy w Piłce Nożnej UEFA EURO 2012;783
0104-0008-0001-0002-0001;0104-0008-0001-0002;e;Część 85;Budżety wojewodów ogółem;783
0104-0009;0104;b;FUNKCJA 9;KULTURA I DZIEDZICTWO NARODOWE;91704
0104-0009-0001;0104-0009;c;Zadanie 9.1;Podtrzymywanie i rozpowszechnianie tradycji narodowej i państwowej;8714
0104-0009-0001-0001;0104-0009-0001;d;Podzadanie 9.1.1;Ochrona miejsc pamięci narodowej w kraju i za granicą;8623
0104-0009-0001-0001-0001;0104-0009-0001-0001;e;Część 85;Budżety wojewodów ogółem;8623
0104-0009-0001-0002;0104-0009-0001;d;Podzadanie 9.1.3;Działalność naukowo-wydawnicza;91
0104-0009-0001-0002-0001;0104-0009-0001-0002;e;Część 85;Budżety wojewodów ogółem;91
0104-0009-0002;0104-0009;c;Zadanie 9.2;Ochrona dziedzictwa narodowego;82990
0104-0009-0002-0001;0104-0009-0002;d;Podzadanie 9.2.2;Ochrona Polskiego dziedzictwa kulturowego w kraju i za granicą;8006
0104-0009-0002-0001-0001;0104-0009-0002-0001;e;Część 85;Budżety wojewodów ogółem;8006
0104-0009-0002-0002;0104-0009-0002;d;Podzadanie 9.2.3;Zachowanie, utrzymanie i zagospodarowanie zabytków;56301
0104-0009-0002-0002-0001;0104-0009-0002-0002;e;Część 85;Budżety wojewodów ogółem;56301
0104-0009-0002-0003;0104-0009-0002;d;Podzadanie 9.2.4;Dokumentacja, rejestry i ewidencja zabytków oraz dóbr kultury;18683
0104-0009-0002-0003-0001;0104-0009-0002-0003;e;Część 85;Budżety wojewodów ogółem;18683
0104-0010;0104;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;39141
0104-0010-0001;0104-0010;c;Zadanie 11.1;Utrzymanie zdolności obronnych;3901
0104-0010-0001-0001;0104-0010-0001;d;Podzadanie 11.1.1;Utrzymanie zdolności operacyjnych Wojsk Lądowych;3901
0104-0010-0001-0001-0001;0104-0010-0001-0001;e;Część 85;Budżety wojewodów ogółem;3901
0104-0010-0002;0104-0010;c;Zadanie 11.2;Rozwój zdolności obronnych;776
0104-0010-0002-0001;0104-0010-0002;d;Podzadanie 11.2.3;Pozyskiwanie zdolności poza programami operacyjnymi;776
0104-0010-0002-0001-0001;0104-0010-0002-0001;e;Część 85;Budżety wojewodów ogółem;776
0104-0010-0003;0104-0010;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;34464
0104-0010-0003-0001;0104-0010-0003;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;34464
0104-0010-0003-0001-0001;0104-0010-0003-0001;e;Część 85;Budżety wojewodów ogółem;34464
0104-0011;0104;b;FUNKCJA 12;ŚRODOWISKO;313703
0104-0011-0001;0104-0011;c;Zadanie 12.1;Kształtowanie bioróżnorodności;22530
0104-0011-0001-0001;0104-0011-0001;d;Podzadanie 12.1.2;Ochrona przyrody i krajobrazu, w tym parki narodowe;20815
0104-0011-0001-0001-0001;0104-0011-0001-0001;e;Część 85;Budżety wojewodów ogółem;20815
0104-0011-0001-0002;0104-0011-0001;d;Podzadanie 12.1.3;Ochrona i zrównoważony rozwój lasów oraz powiększanie zasobów leśnych;76
0104-0011-0001-0002-0001;0104-0011-0001-0002;e;Część 85;Budżety wojewodów ogółem;76
0104-0011-0001-0003;0104-0011-0001;d;Podzadanie 12.1.5;Ochrona zwierząt łownych i gospodarowanie ich zasobami;1639
0104-0011-0001-0003-0001;0104-0011-0001-0003;e;Część 85;Budżety wojewodów ogółem;1639
0104-0011-0002;0104-0011;c;Zadanie 12.2;Kształtowanie jakości powietrza atmosferycznego i przeciwdziałanie zmianom klimatu;2130
0104-0011-0002-0001;0104-0011-0002;d;Podzadanie 12.2.4;Opracowanie programów ochrony powietrza;2130
0104-0011-0002-0001-0001;0104-0011-0002-0001;e;Część 85;Budżety wojewodów ogółem;2130
0104-0011-0003;0104-0011;c;Zadanie 12.3;Racjonalne gospodarowanie zasobami i strukturami geologicznymi;947
0104-0011-0003-0001;0104-0011-0003;d;Podzadanie 12.3.1;Gromadzenie i udostępnianie danych geologicznych oraz prowadzenie rejestru obszarów górniczych;890
0104-0011-0003-0001-0001;0104-0011-0003-0001;e;Część 85;Budżety wojewodów ogółem;890
0104-0011-0003-0002;0104-0011-0003;d;Podzadanie 12.3.2;Badania geologiczne, gospodarowanie zasobami złóż kopalin oraz ustalanie dyspozycyjnych zasobów wód podziemnych;57
0104-0011-0003-0002-0001;0104-0011-0003-0002;e;Część 85;Budżety wojewodów ogółem;57
0104-0011-0004;0104-0011;c;Zadanie 12.4;Gospodarka odpadami;963
0104-0011-0004-0001;0104-0011-0004;d;Podzadanie 12.4.1;Kształtowanie i realizacja polityki państwa w zakresie gospodarki odpadami;716
0104-0011-0004-0001-0001;0104-0011-0004-0001;e;Część 85;Budżety wojewodów ogółem;716
0104-0011-0004-0002;0104-0011-0004;d;Podzadanie 12.4.3;Nadzorowanie i koordynacja gospodarowania odpadami;247
0104-0011-0004-0002-0001;0104-0011-0004-0002;e;Część 85;Budżety wojewodów ogółem;247
0104-0011-0005;0104-0011;c;Zadanie 12.5;Gospodarowanie zasobami wodnymi;155100
0104-0011-0005-0001;0104-0011-0005;d;Podzadanie 12.5.4;Budowa i utrzymanie urządzeń melioracji wodnych podstawowych i szczegółowych;154517
0104-0011-0005-0001-0001;0104-0011-0005-0001;e;Część 85;Budżety wojewodów ogółem;154517
0104-0011-0005-0002;0104-0011-0005;d;Podzadanie 12.5.6;Program wieloletni ``Program dla Odry 2006``;583
0104-0011-0005-0002-0001;0104-0011-0005-0002;e;Część 85;Budżety wojewodów ogółem;583
0104-0011-0006;0104-0011;c;Zadanie 12.7;Kontrola, monitoring stanu środowiska i przeciwdziałanie poważnym awariom;132033
0104-0011-0006-0001;0104-0011-0006;d;Podzadanie 12.7.1;Kontrola podmiotów korzystających ze środowiska w tym w zakresie zapobiegania poważnym awariom;53608
0104-0011-0006-0001-0001;0104-0011-0006-0001;e;Część 85;Budżety wojewodów ogółem;53608
0104-0011-0006-0002;0104-0011-0006;d;Podzadanie 12.7.2;Monitoring stanu środowiska;78182
0104-0011-0006-0002-0001;0104-0011-0006-0002;e;Część 85;Budżety wojewodów ogółem;78182
0104-0011-0006-0003;0104-0011-0006;d;Podzadanie 12.7.3;Kontrola przestrzegania prawa ochrony środowiska oraz prowadzenie postępowań administracyjnych;243
0104-0011-0006-0003-0001;0104-0011-0006-0003;e;Część 85;Budżety wojewodów ogółem;243
0104-0012;0104;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;12520810
0104-0012-0001;0104-0012;c;Zadanie 13.1;Pomoc i integracja społeczna;3144856
0104-0012-0001-0001;0104-0012-0001;d;Podzadanie 13.1.1;Wspieranie osób zagrożonych wykluczeniem społecznym;3144167
0104-0012-0001-0001-0001;0104-0012-0001-0001;e;Część 85;Budżety wojewodów ogółem;3144167
0104-0012-0001-0002;0104-0012-0001;d;Podzadanie 13.1.2;Tworzenie, wdrażanie oraz realizacja przepisów o pomocy społecznej;0
0104-0012-0001-0002-0001;0104-0012-0001-0002;e;Część 85;Budżety wojewodów ogółem;0
0104-0012-0001-0003;0104-0012-0001;d;Podzadanie 13.1.5;Nadzór nad jednostkami organizacyjnymi pomocy społecznej;689
0104-0012-0001-0003-0001;0104-0012-0001-0003;e;Część 85;Budżety wojewodów ogółem;689
0104-0012-0002;0104-0012;c;Zadanie 13.2;Aktywizacja społeczna osób niepełnosprawnych;97216
0104-0012-0002-0001;0104-0012-0002;d;Podzadanie 13.2.3;Orzekanie o niepełnosprawności;96110
0104-0012-0002-0001-0001;0104-0012-0002-0001;e;Część 85;Budżety wojewodów ogółem;96110
0104-0012-0002-0002;0104-0012-0002;d;Podzadanie 13.2.4;Nadzór nad ośrodkami i organizatorami turnusów rehabilitacyjnych;1106
0104-0012-0002-0002-0001;0104-0012-0002-0002;e;Część 85;Budżety wojewodów ogółem;1106
0104-0012-0003;0104-0012;c;Zadanie 13.5;Wspieranie rodziny;9278494
0104-0012-0003-0001;0104-0012-0003;d;Podzadanie 13.5.1;Świadczenia rodzinne;9272241
0104-0012-0003-0001-0001;0104-0012-0003-0001;e;Część 85;Budżety wojewodów ogółem;9272241
0104-0012-0003-0002;0104-0012-0003;d;Podzadanie 13.5.2;Świadczenia z funduszu alimentacyjnego;1761
0104-0012-0003-0002-0001;0104-0012-0003-0002;e;Część 85;Budżety wojewodów ogółem;1761
0104-0012-0003-0003;0104-0012-0003;d;Podzadanie 13.5.4;Profilaktyka na rzecz dziecka i rodziny;968
0104-0012-0003-0003-0001;0104-0012-0003-0003;e;Część 85;Budżety wojewodów ogółem;968
0104-0012-0003-0004;0104-0012-0003;d;Podzadanie 13.5.5;Piecza zastępcza nad dzieckiem;3524
0104-0012-0003-0004-0001;0104-0012-0003-0004;e;Część 85;Budżety wojewodów ogółem;3524
0104-0012-0004;0104-0012;c;Zadanie 13.7;Informatyzacja działalności i budowa społeczeństwa informacyjnego;244
0104-0012-0004-0001;0104-0012-0004;d;Podzadanie 13.7.1;Utrzymanie systemów informatycznych;244
0104-0012-0004-0001-0001;0104-0012-0004-0001;e;Część 85;Budżety wojewodów ogółem;244
0104-0013;0104;b;FUNKCJA 14;RYNEK PRACY;13659
0104-0013-0001;0104-0013;c;Zadanie 14.1;Wspieranie zatrudnienia i przeciwdziałanie bezrobociu;4643
0104-0013-0001-0001;0104-0013-0001;d;Podzadanie 14.1.1;Wspieranie programów aktywizacji;860
0104-0013-0001-0001-0001;0104-0013-0001-0001;e;Część 85;Budżety wojewodów ogółem;860
0104-0013-0001-0002;0104-0013-0001;d;Podzadanie 14.1.2;Wspieranie i modernizacja urzędów pracy;1581
0104-0013-0001-0002-0001;0104-0013-0001-0002;e;Część 85;Budżety wojewodów ogółem;1581
0104-0013-0001-0003;0104-0013-0001;d;Podzadanie 14.1.4;Kształtowanie zasad zatrudniania cudzoziemców;2202
0104-0013-0001-0003-0001;0104-0013-0001-0003;e;Część 85;Budżety wojewodów ogółem;2202
0104-0013-0002;0104-0013;c;Zadanie 14.2;Budowa nowoczesnych stosunków pracy;6089
0104-0013-0002-0001;0104-0013-0002;d;Podzadanie 14.2.2;Nadzór i kontrola;6089
0104-0013-0002-0001-0001;0104-0013-0002-0001;e;Część 85;Budżety wojewodów ogółem;6089
0104-0013-0003;0104-0013;c;Zadanie 14.3;Aktywizacja zawodowa osób niepełnosprawnych;2313
0104-0013-0003-0001;0104-0013-0003;d;Podzadanie 14.3.1;Analiza sytuacji osób niepełnosprawnych na rynku pracy;1590
0104-0013-0003-0001-0001;0104-0013-0003-0001;e;Część 85;Budżety wojewodów ogółem;1590
0104-0013-0003-0002;0104-0013-0003;d;Podzadanie 14.3.3;Nadzór nad zakładami pracy chronionej i zakładami aktywności zawodowej;723
0104-0013-0003-0002-0001;0104-0013-0003-0002;e;Część 85;Budżety wojewodów ogółem;723
0104-0013-0004;0104-0013;c;Zadanie 14.4;Informatyzacja działalności i budowa społeczeństwa informacyjnego;614
0104-0013-0004-0001;0104-0013-0004;d;Podzadanie 14.4.1;Utrzymanie systemów informatycznych;614
0104-0013-0004-0001-0001;0104-0013-0004-0001;e;Część 85;Budżety wojewodów ogółem;614
0104-0014;0104;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;455939
0104-0014-0001;0104-0014;c;Zadanie 16.1;Obsługa administracyjna obywatela;407283
0104-0014-0001-0001;0104-0014-0001;d;Podzadanie 16.1.1;Ewidencja ludności i dowody osobiste, rejestracja stanu cywilnego oraz zmiana imion i nazwisk;327015
0104-0014-0001-0001-0001;0104-0014-0001-0001;e;Część 85;Budżety wojewodów ogółem;327015
0104-0014-0001-0002;0104-0014-0001;d;Podzadanie 16.1.2;Wydawanie dokumentów paszportowych;45320
0104-0014-0001-0002-0001;0104-0014-0001-0002;e;Część 85;Budżety wojewodów ogółem;45320
0104-0014-0001-0003;0104-0014-0001;d;Podzadanie 16.1.3;Wzmacnianie potencjału administracji publicznej;13380
0104-0014-0001-0003-0001;0104-0014-0001-0003;e;Część 85;Budżety wojewodów ogółem;13380
0104-0014-0001-0004;0104-0014-0001;d;Podzadanie 16.1.4;Prowadzenie spraw z zakresu nadzoru sprawowanego przez ministra właściwego do spraw administracji publicznej oraz funkcjonowanie zespolonej administracji rządowej i jednostek samorządu terytorialnego;2015
0104-0014-0001-0004-0001;0104-0014-0001-0004;e;Część 85;Budżety wojewodów ogółem;2015
