ID;Rodzic;Poziom;Typ;Treść;Budżet Państwa
0103-0012-0004;0103-0012;c;Zadanie 13.5;Wspieranie rodziny;9631313
0103-0012-0004-0001;0103-0012-0004;d;Podzadanie 13.5.1;Świadczenia rodzinne;9627353
0103-0012-0004-0001-0001;0103-0012-0004-0001;e;Część 85;Budżety wojewodów ogółem;9627353
0103-0012-0004-0002;0103-0012-0004;d;Podzadanie 13.5.2;Świadczenia z funduszu alimentacyjnego;3960
0103-0012-0004-0002-0001;0103-0012-0004-0002;e;Część 85;Budżety wojewodów ogółem;3960
0103-0013;0103;b;FUNKCJA 14;RYNEK PRACY;14612
0103-0013-0001;0103-0013;c;Zadanie 14.1;Wspieranie zatrudnienia i przeciwdziałanie bezrobociu;4396
0103-0013-0001-0001;0103-0013-0001;d;Podzadanie 14.1.1;Wspieranie programów aktywizacji;4396
0103-0013-0001-0001-0001;0103-0013-0001-0001;e;Część 85;Budżety wojewodów ogółem;4396
0103-0013-0002;0103-0013;c;Zadanie 14.2;Budowa nowoczesnych stosunków pracy;7018
0103-0013-0002-0001;0103-0013-0002;d;Podzadanie 14.2.2;Nadzór i kontrola;7018
0103-0013-0002-0001-0001;0103-0013-0002-0001;e;Część 85;Budżety wojewodów ogółem;7018
0103-0013-0003;0103-0013;c;Zadanie 14.3;Aktywizacja zawodowa osób niepełnosprawnych;2397
0103-0013-0003-0001;0103-0013-0003;d;Podzadanie 14.3.1;Analiza sytuacji osób niepełnosprawnych na rynku pracy;2397
0103-0013-0003-0001-0001;0103-0013-0003-0001;e;Część 85;Budżety wojewodów ogółem;2397
0103-0013-0004;0103-0013;c;Zadanie 14.4;Informatyzacja działalności i budowa społeczeństwa informacyjnego;801
0103-0013-0004-0001;0103-0013-0004;d;Podzadanie 14.4.2;Budowa i wdrożenie rozwiązań informatycznych;801
0103-0013-0004-0001-0001;0103-0013-0004-0001;e;Część 85;Budżety wojewodów ogółem;801
0103-0014;0103;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;135
0103-0014-0001;0103-0014;c;Zadanie 15.4;Kształtowanie międzynarodowego wizerunku RP;23
0103-0014-0001-0001;0103-0014-0001;d;Podzadanie 15.4.4;Zapewnianie obsługi cudzoziemców i zagranicznych osób prawnych;23
0103-0014-0001-0001-0001;0103-0014-0001-0001;e;Część 85;Budżety wojewodów ogółem;23
0103-0014-0002;0103-0014;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;112
0103-0014-0002-0001;0103-0014-0002;d;Podzadanie 15.5.3;Prowadzenie działalności edukacyjnej i informacyjnej;89
0103-0014-0002-0001-0001;0103-0014-0002-0001;e;Część 85;Budżety wojewodów ogółem;89
0103-0014-0002-0002;0103-0014-0002;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;23
0103-0014-0002-0002-0001;0103-0014-0002-0002;e;Część 85;Budżety wojewodów ogółem;23
0103-0015;0103;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;373082
0103-0015-0001;0103-0015;c;Zadanie 16.1;Obsługa administracyjna obywatela;350665
0103-0015-0001-0001;0103-0015-0001;d;Podzadanie 16.1.1;Ewidencja ludności i dowody osobiste, rejestracja stanu cywilnego oraz zmiana imion i nazwisk;216811
0103-0015-0001-0001-0001;0103-0015-0001-0001;e;Część 85;Budżety wojewodów ogółem;216811
0103-0015-0001-0002;0103-0015-0001;d;Podzadanie 16.1.2;Wydawanie dokumentów paszportowych;128555
0103-0015-0001-0002-0001;0103-0015-0001-0002;e;Część 85;Budżety wojewodów ogółem;128555
0103-0015-0001-0003;0103-0015-0001;d;Podzadanie 16.1.3;Wzmacnianie potencjału administracji publicznej;4700
0103-0015-0001-0003-0001;0103-0015-0001-0003;e;Część 85;Budżety wojewodów ogółem;4700
0103-0015-0001-0004;0103-0015-0001;d;Podzadanie 16.1.4;Prowadzenie spraw z zakresu nadzoru sprawowanego przez ministra właściwego do spraw administracji publicznej oraz funkcjonowanie zespolonej administracji rządowej i jednostek samorządu terytorialnego;599
0103-0015-0001-0004-0001;0103-0015-0001-0004;e;Część 85;Budżety wojewodów ogółem;599
0103-0015-0002;0103-0015;c;Zadanie 16.2;Podtrzymywanie tożsamości kulturowej mniejszości narodowych i etnicznych;974
0103-0015-0002-0001;0103-0015-0002;d;Podzadanie 16.2.1;Działania wobec mniejszości narodowych i etnicznych;974
0103-0015-0002-0001-0001;0103-0015-0002-0001;e;Część 85;Budżety wojewodów ogółem;974
0103-0015-0003;0103-0015;c;Zadanie 16.3;Utrzymanie stosunków między Państwem a kościołem i związkami wyznaniowymi;949
0103-0015-0003-0001;0103-0015-0003;d;Podzadanie 16.3.1;Wydawanie zaświadczeń o osobowości prawnej jednostek kościelnych;949
0103-0015-0003-0001-0001;0103-0015-0003-0001;e;Część 85;Budżety wojewodów ogółem;949
0103-0015-0004;0103-0015;c;Zadanie 16.5;Obsługa cudzoziemców i ruchy migracyjne;16467
0103-0015-0004-0001;0103-0015-0004;d;Podzadanie 16.5.1;Obsługa cudzoziemców;16467
0103-0015-0004-0001-0001;0103-0015-0004-0001;e;Część 85;Budżety wojewodów ogółem;16467
0103-0015-0005;0103-0015;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;788
0103-0015-0005-0001;0103-0015-0005;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;788
0103-0015-0005-0001-0001;0103-0015-0005-0001;e;Część 85;Budżety wojewodów ogółem;788
0103-0015-0006;0103-0015;c;Zadanie 16.8;Budowa społeczeństwa obywatelskiego;3239
0103-0015-0006-0001;0103-0015-0006;d;Podzadanie 16.8.3;Nadzór i kontrola nad organizacjami pożytku publicznego oraz fundacjami, dla których ministrem właściwym jest Minister Pracy i Polityki Społecznej;3239
0103-0015-0006-0001-0001;0103-0015-0006-0001;e;Część 85;Budżety wojewodów ogółem;3239
0103-0016;0103;b;FUNKCJA 17;RÓWNOMIERNY ROZWÓJ KRAJU;44428
0103-0016-0001;0103-0016;c;Zadanie 17.1;Wsparcie rozwoju regionalnego kraju;0
0103-0016-0001-0001;0103-0016-0001;d;Podzadanie 17.1.1;Wsparcie regionów w zakresie wzrostu poziomu zatrudnienia i spójności gospodarczej;0
0103-0016-0001-0001-0001;0103-0016-0001-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0016-0001-0002;0103-0016-0001;d;Podzadanie 17.1.2;Wsparcie rozwoju poszczególnych województw w ramach 16 RPO;0
0103-0016-0001-0002-0001;0103-0016-0001-0002;e;Część 85;Budżety wojewodów ogółem;0
0103-0016-0002;0103-0016;c;Zadanie 17.2;Zamykanie programów Narodowego Planu Rozwoju 2004-2006;12943
0103-0016-0002-0001;0103-0016-0002;d;Podzadanie 17.2.1;Certyfikacja wydatków w ramach programów NPR;12943
0103-0016-0002-0001-0001;0103-0016-0002-0001;e;Część 85;Budżety wojewodów ogółem;12943
0103-0016-0003;0103-0016;c;Zadanie 17.3;Koordynacja realizacji NSRO 2007-2013 oraz zarządzanie i wdrażanie programów operacyjnych;29344
0103-0016-0003-0001;0103-0016-0003;d;Podzadanie 17.3.1;Koordynacja NSRO 2007-2013 i zarządzanie realizacją PO Pomoc Techniczna;13033
0103-0016-0003-0001-0001;0103-0016-0003-0001;e;Część 85;Budżety wojewodów ogółem;13033
0103-0016-0003-0002;0103-0016-0003;d;Podzadanie 17.3.6;Zarządzanie realizacją PO Europejskiej Współpracy Terytorialnej i Europejskiego Instrumentu Sąsiedztwa i Partnerstwa;3797
0103-0016-0003-0002-0001;0103-0016-0003-0002;e;Część 85;Budżety wojewodów ogółem;3797
0103-0016-0003-0003;0103-0016-0003;d;Podzadanie 17.3.7;Rozliczanie środków pochodzących z UE w ramach NSRO;9437
0103-0016-0003-0003-0001;0103-0016-0003-0003;e;Część 85;Budżety wojewodów ogółem;9437
0103-0016-0003-0004;0103-0016-0003;d;Podzadanie 17.3.10;Wdrażanie PO Infrastruktura i Środowisko;0
0103-0016-0003-0004-0001;0103-0016-0003-0004;e;Część 85;Budżety wojewodów ogółem;0
0103-0016-0003-0005;0103-0016-0003;d;Podzadanie 17.3.12;Wdrażanie PO Rozwój Polski Wschodniej;3077
0103-0016-0003-0005-0001;0103-0016-0003-0005;e;Część 85;Budżety wojewodów ogółem;3077
0103-0016-0004;0103-0016;c;Zadanie 17.4;Zarządzanie realizacją pozostałych programów finansowanych z udziałem niepodlegających zwrotowi środków pomocowych;2141
0103-0016-0004-0001;0103-0016-0004;d;Podzadanie 17.4.3;Wdrażanie projektów w ramach Mechanizmu Finansowego EOG oraz Norweskiego Mechanizmu Finansowego;260
0103-0016-0004-0001-0001;0103-0016-0004-0001;e;Część 85;Budżety wojewodów ogółem;260
0103-0016-0004-0002;0103-0016-0004;d;Podzadanie 17.4.6;Wsparcie organizacji pozarządowych w ramach Mechanizów Finansowych oraz SPPW;1881
0103-0016-0004-0002-0001;0103-0016-0004-0002;e;Część 85;Budżety wojewodów ogółem;1881
0103-0017;0103;b;FUNKCJA 19;INFRASTRUKTURA TRANSPORTOWA;663065
0103-0017-0001;0103-0017;c;Zadanie 19.1;Wspieranie transportu drogowego;661515
0103-0017-0001-0001;0103-0017-0001;d;Podzadanie 19.1.1;Budowa i przebudowa sieci dróg krajowych;2787
0103-0017-0001-0001-0001;0103-0017-0001-0001;e;Część 85;Budżety wojewodów ogółem;2787
0103-0017-0001-0002;0103-0017-0001;d;Podzadanie 19.1.3;Zapewnienie bezpieczeństwa użytkownikom sieci drogowej;62071
0103-0017-0001-0002-0001;0103-0017-0001-0002;e;Część 85;Budżety wojewodów ogółem;62071
0103-0017-0001-0003;0103-0017-0001;d;Podzadanie 19.1.4;Kształtowanie warunków dla rozwoju transportu drogowego;596657
0103-0017-0001-0003-0001;0103-0017-0001-0003;e;Część 85;Budżety wojewodów ogółem;596657
0103-0017-0002;0103-0017;c;Zadanie 19.2;Wspieranie transportu kolejowego;724
0103-0017-0002-0001;0103-0017-0002;d;Podzadanie 19.2.1;Budowa, rozbudowa i modernizacja infrastruktury kolejowej;92
0103-0017-0002-0001-0001;0103-0017-0002-0001;e;Część 85;Budżety wojewodów ogółem;92
0103-0017-0002-0002;0103-0017-0002;d;Podzadanie 19.2.3;Finansowania usług publicznych w pasażerskim transporcie kolejowym;632
0103-0017-0002-0002-0001;0103-0017-0002-0002;e;Część 85;Budżety wojewodów ogółem;632
0103-0017-0003;0103-0017;c;Zadanie 19.3;Wspieranie transportu morskiego i żeglugi śródlądowej;419
0103-0017-0003-0001;0103-0017-0003;d;Podzadanie 19.3.2;Wspieranie infrastruktury morskiej i żeglugi śródlądowej;419
0103-0017-0003-0001-0001;0103-0017-0003-0001;e;Część 85;Budżety wojewodów ogółem;419
0103-0017-0004;0103-0017;c;Zadanie 19.4;Wspieranie transportu lotniczego i infrastruktury lotniczej;407
0103-0017-0004-0001;0103-0017-0004;d;Podzadanie 19.4.1;Wspieranie infrastruktury lotniskowej i nawigacyjnej;407
0103-0017-0004-0001-0001;0103-0017-0004-0001;e;Część 85;Budżety wojewodów ogółem;407
0103-0018;0103;b;FUNKCJA 20;ZDROWIE;1980795
0103-0018-0001;0103-0018;c;Zadanie 20.1;Zapewnianie dostępu do świadczeń opieki zdrowotnej;1217977
0103-0018-0001-0001;0103-0018-0001;d;Podzadanie 20.1.1;Organizacja oraz nadzór nad systemem opieki zdrowotnej;1216785
0103-0018-0001-0001-0001;0103-0018-0001-0001;e;Część 85;Budżety wojewodów ogółem;1216785
0103-0018-0001-0002;0103-0018-0001;d;Podzadanie 20.1.3;Świadczenia zdrowotne w zakresie lecznictwa;1192
0103-0018-0001-0002-0001;0103-0018-0001-0002;e;Część 85;Budżety wojewodów ogółem;1192
0103-0018-0002;0103-0018;c;Zadanie 20.2;Ratownictwo medyczne;9611
0103-0018-0002-0001;0103-0018-0002;d;Podzadanie 20.2.2;Zapewnianie prawidłowej działalności szpitalnych oddziałów ratunkowych, centrów urazowych oraz zespołów ratownictwa medycznego, z wyłączeniem lotniczych zespołów ratownictwa medycznego;9611
0103-0018-0002-0001-0001;0103-0018-0002-0001;e;Część 85;Budżety wojewodów ogółem;9611
0103-0018-0003;0103-0018;c;Zadanie 20.3;Realizacja polityki lekowej państwa;23155
0103-0018-0003-0001;0103-0018-0003;d;Podzadanie 20.3.2;Zapewnianie nadzoru nad jakością i obrotem produktami leczniczymi, wyrobami medycznymi i produktami biobójczymi;23155
0103-0018-0003-0001-0001;0103-0018-0003-0001;e;Część 85;Budżety wojewodów ogółem;23155
0103-0018-0004;0103-0018;c;Zadanie 20.4;Wspieranie rozwoju i restrukturyzacji systemu ochrony zdrowia;251
0103-0018-0004-0001;0103-0018-0004;d;Podzadanie 20.4.1;Inwestycje w infrastrukturę w ochronie zdrowia;0
0103-0018-0004-0001-0001;0103-0018-0004-0001;e;Część 85;Budżety wojewodów ogółem;0
0103-0018-0004-0002;0103-0018-0004;d;Podzadanie 20.4.2;Wspieranie restrukturyzacji systemu ochrony zdrowia;251
0103-0018-0004-0002-0001;0103-0018-0004-0002;e;Część 85;Budżety wojewodów ogółem;251
0103-0018-0005;0103-0018;c;Zadanie 20.5;Nadzór sanitarno-epidemiologiczny, profilaktyka i promocja zdrowia;729801
0103-0018-0005-0001;0103-0018-0005;d;Podzadanie 20.5.1;Profilaktyka zdrowotna;25092
0103-0018-0005-0001-0001;0103-0018-0005-0001;e;Część 85;Budżety wojewodów ogółem;25092
0103-0018-0005-0002;0103-0018-0005;d;Podzadanie 20.5.2;Działalność kontrolno-inspekcyjna;482803
0103-0018-0005-0002-0001;0103-0018-0005-0002;e;Część 85;Budżety wojewodów ogółem;482803
0103-0018-0005-0003;0103-0018-0005;d;Podzadanie 20.5.3;Nadzór sanitarny;52205
0103-0018-0005-0003-0001;0103-0018-0005-0003;e;Część 85;Budżety wojewodów ogółem;52205
0103-0018-0005-0004;0103-0018-0005;d;Podzadanie 20.5.4;Zapobieganie i zwalczanie chorób zakaźnych;161603
0103-0018-0005-0004-0001;0103-0018-0005-0004;e;Część 85;Budżety wojewodów ogółem;161603
0103-0018-0005-0005;0103-0018-0005;d;Podzadanie 20.5.6;Ochrona zdrowia przed szkodliwym wpływem czynników środowiskowych;8098
0103-0018-0005-0005-0001;0103-0018-0005-0005;e;Część 85;Budżety wojewodów ogółem;8098
0103-0019;0103;b;FUNKCJA 21;POLITYKA ROLNA I RYBACKA;1155568
0103-0019-0001;0103-0019;c;Zadanie 21.1;Wspieranie rozwoju produkcji roślinnej i ochrona roślin uprawnych;108299
0103-0019-0001-0001;0103-0019-0001;d;Podzadanie 21.1.3;Nadzór nad zdrowiem roślin, obrotem i stosowaniem środków ochrony roślin oraz wytwarzaniem, oceną i obrotem materiałem siewnym;35866
0103-0019-0001-0001-0001;0103-0019-0001-0001;e;Część 85;Budżety wojewodów ogółem;35866
0103-0019-0001-0002;0103-0019-0001;d;Podzadanie 21.1.4;Ochrona roślin;72433
0103-0019-0001-0002-0001;0103-0019-0001-0002;e;Część 85;Budżety wojewodów ogółem;72433
0103-0019-0002;0103-0019;c;Zadanie 21.3;Ochrona zdrowia i dobrostanu zwierząt oraz zdrowia publicznego w zakresie weterynarii;355822
0103-0019-0002-0001;0103-0019-0002;d;Podzadanie 21.3.1;Ochrona zdrowia i dobrostanu zwierząt;231238
0103-0019-0002-0001-0001;0103-0019-0002-0001;e;Część 85;Budżety wojewodów ogółem;231238
0103-0019-0002-0002;0103-0019-0002;d;Podzadanie 21.3.2;Nadzór nad zdrowotną jakością środków spożywczych pochodzenia zwierzęcego i pasz w miejscach ich pozyskiwania, wytwarzania, przetwarzania i składowania;124584
0103-0019-0002-0002-0001;0103-0019-0002-0002;e;Część 85;Budżety wojewodów ogółem;124584
0103-0019-0003;0103-0019;c;Zadanie 21.4;Kształtowanie ustroju rolnego państwa oraz rolnictwo ekologiczne i żywność regionalna, tradycyjna i systemy jakości żywności;35
0103-0019-0003-0001;0103-0019-0003;d;Podzadanie 21.4.1;Kształtowanie ustroju rolnego państwa;35
0103-0019-0003-0001-0001;0103-0019-0003-0001;e;Część 85;Budżety wojewodów ogółem;35
0103-0019-0004;0103-0019;c;Zadanie 21.5;Wspieranie infrastruktury wsi;384776
0103-0019-0004-0001;0103-0019-0004;d;Podzadanie 21.5.1;Nadzór nad wykorzystaniem środków z budżetu przez jst w zakresie usuwania skutków klęsk żywiołowych;3567
0103-0019-0004-0001-0001;0103-0019-0004-0001;e;Część 85;Budżety wojewodów ogółem;3567
0103-0019-0004-0002;0103-0019-0004;d;Podzadanie 21.5.2;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa, w tym scalanie i wymiana gruntów oraz zagospodarowanie poscaleniowe;24702
0103-0019-0004-0002-0001;0103-0019-0004-0002;e;Część 85;Budżety wojewodów ogółem;24702
0103-0019-0004-0003;0103-0019-0004;d;Podzadanie 21.5.3;Budowa i utrzymanie urządzeń melioracji wodnych podstawowych i szczegółowych;356507
0103-0019-0004-0003-0001;0103-0019-0004-0003;e;Część 85;Budżety wojewodów ogółem;356507
0103-0019-0005;0103-0019;c;Zadanie 21.6;Wspieranie rybactwa śródlądowego i rybołówstwa morskiego;24016
0103-0019-0005-0001;0103-0019-0005;d;Podzadanie 21.6.1;Wspieranie rybactwa śródlądowego;19575
0103-0019-0005-0001-0001;0103-0019-0005-0001;e;Część 85;Budżety wojewodów ogółem;19575
0103-0019-0005-0002;0103-0019-0005;d;Podzadanie 21.6.3;PO Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007-2013;4441
0103-0019-0005-0002-0001;0103-0019-0005-0002;e;Część 85;Budżety wojewodów ogółem;4441
0103-0019-0006;0103-0019;c;Zadanie 21.7;Realizacja Wspólnej Polityki Rolnej oraz pomocy krajowej;282620
0103-0019-0006-0001;0103-0019-0006;d;Podzadanie 21.7.1;Doradztwo rolnicze;154617
0103-0019-0006-0001-0001;0103-0019-0006-0001;e;Część 85;Budżety wojewodów ogółem;154617
0103-0019-0006-0002;0103-0019-0006;d;Podzadanie 21.7.2;Pomoc krajowa;1346
0103-0019-0006-0002-0001;0103-0019-0006-0002;e;Część 85;Budżety wojewodów ogółem;1346
0103-0019-0006-0003;0103-0019-0006;d;Podzadanie 21.7.4;Wspieranie realizacji WPR Unii Europejskiej;126657
0103-0019-0006-0003-0001;0103-0019-0006-0003;e;Część 85;Budżety wojewodów ogółem;126657
0103-0020;0103;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;426582
0103-0020-0001;0103-0020;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;77703
0103-0020-0001-0002;0103-0020-0001;d;Część 85;Budżety wojewodów ogółem;77703
0103-0020-0002;0103-0020;c;Zadanie 22.2;Obsługa administracyjna;196671
0103-0020-0002-0003;0103-0020-0002;d;Część 85;Budżety wojewodów ogółem;196671
0103-0020-0003;0103-0020;c;Zadanie 22.3;Obsługa techniczna;152208
0103-0020-0003-0004;0103-0020-0003;d;Część 85;Budżety wojewodów ogółem;152208
0104;;a;Dysponent;Wyższy Urząd Górniczy;53173
0104-0001;0104;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;41700
0104-0001-0001;0104-0001;c;Zadanie 6.9;Nadzór i kontrola nad zakładami górniczymi oraz zakładami wykonującymi roboty geologiczne;41700
0104-0001-0001-0001;0104-0001-0001;d;Podzadanie 6.9.1;Nadzór i kontrola nad bezpieczeństwem, higieną pracy i ochroną zdrowia;19700
0104-0001-0001-0001-0001;0104-0001-0001-0001;e;Część 60;WYŻSZY URZĄD GÓRNICZY;19700
0104-0001-0001-0002;0104-0001-0001;d;Podzadanie 6.9.2;Nadzór i kontrola nad bezpieczeństwem wyrobów przeznaczonych do stosowania w zakładach górniczych;13200
0104-0001-0001-0002-0001;0104-0001-0001-0002;e;Część 60;WYŻSZY URZĄD GÓRNICZY;13200
0104-0001-0001-0003;0104-0001-0001;d;Podzadanie 6.9.3;Nadzór i kontrola nad zagospodarowaniem przestrzennym, ochroną środowiska i gospodarką złożem;6700
0104-0001-0001-0003-0001;0104-0001-0001-0003;e;Część 60;WYŻSZY URZĄD GÓRNICZY;6700
0104-0001-0001-0004;0104-0001-0001;d;Podzadanie 6.9.4;Nadzór i kontrola nad projektowaniem, budową, utrzymaniem i rozbiórką obiektów budowlanych zakładów górniczych;2100
0104-0001-0001-0004-0001;0104-0001-0001-0004;e;Część 60;WYŻSZY URZĄD GÓRNICZY;2100
0104-0002;0104;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;0
0104-0002-0001;0104-0002;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;0
0104-0002-0001-0001;0104-0002-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0104-0002-0001-0001-0001;0104-0002-0001-0001;e;Część 60;WYŻSZY URZĄD GÓRNICZY;0
0104-0003;0104;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;11473
0104-0003-0001;0104-0003;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;3450
0104-0003-0001-0002;0104-0003-0001;d;Część 60;WYŻSZY URZĄD GÓRNICZY;3450
0104-0003-0002;0104-0003;c;Zadanie 22.2;Obsługa administracyjna;3650
0104-0003-0002-0003;0104-0003-0002;d;Część 60;WYŻSZY URZĄD GÓRNICZY;3650
0104-0003-0003;0104-0003;c;Zadanie 22.3;Obsługa techniczna;4373
0104-0003-0003-0004;0104-0003-0003;d;Część 60;WYŻSZY URZĄD GÓRNICZY;4373
0105;;a;Dysponent;Zakład Ubezpieczeń Społecznych;48691770
0105-0001;0105;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;48361634
0105-0001-0001;0105-0001;c;Zadanie 13.3;Ubezpieczenia społeczne;48361634
0105-0001-0001-0001;0105-0001-0001;d;Podzadanie 13.3.1;Świadczenia społeczne;48361634
0105-0001-0001-0001-0001;0105-0001-0001-0001;e;Część 73;ZAKŁAD UBEZPIECZEŃ  SPOŁECZNYCH;48361634
0105-0002;0105;b;FUNKCJA 20;ZDROWIE;330136
0105-0002-0001;0105-0002;c;Zadanie 20.1;Zapewnianie dostępu do świadczeń opieki zdrowotnej;330136
0105-0002-0001-0001;0105-0002-0001;d;Podzadanie 20.1.1;Organizacja oraz nadzór nad systemem opieki zdrowotnej;330136
0105-0002-0001-0001-0001;0105-0002-0001-0001;e;Część 73;ZAKŁAD UBEZPIECZEŃ  SPOŁECZNYCH;330136
