"idef";"idef_sort";"parent";"parent_sort";"node";"leaf";"level";"type";"name";"czesc";"wartosc_bazowa";"wartosc_rok_obec";"v_total";"v_nation";"v_eu";"v_proc_nation";"v_proc_eu"
"22-3-8-1-1";"022-003-008-001-001";"22-3-8-1";"022-003-008-001";0;"t";"e";"Miernik";"Roczny koszt utrzymania 1 stanowiska pracy";"18";"6  000 zł";"6  250 zł";;;;;
"22-3-8-1-1";"022-003-008-001-001";"22-3-8-1";"022-003-008-001";1;"t";"e";"Miernik";"Roczny koszt utrzymania 1 stanowiska pracy";"18";"6  000 zł";"6  250 zł";;;;;
"22-3-9";"022-003-009";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Gospodarki";"20";;;22583;22583;0;100;0
"22-3-9";"022-003-009";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Gospodarki";"20";;;22583;22583;0;100;0
"22-3-9-1";"022-003-009-001";"22-3-9";"022-003-009";0;"f";"d";"Cel";"Zapewnienie właściwego stanu technicznego majątku MG.Poprawa bezpieczeństwa pracowników.";"20";;;;;;;
"22-3-9-1";"022-003-009-001";"22-3-9";"022-003-009";1;"f";"d";"Cel";"Zapewnienie właściwego stanu technicznego majątku MG.Poprawa bezpieczeństwa pracowników.";"20";;;;;;;
"22-3-9-1-1";"022-003-009-001-001";"22-3-9-1";"022-003-009-001";0;"t";"e";"Miernik";"Realizacja zadań w danym roku budŜetowym (praca ciągła)";"20";"100%";"100%";;;;;
"22-3-9-1-1";"022-003-009-001-001";"22-3-9-1";"022-003-009-001";1;"t";"e";"Miernik";"Realizacja zadań w danym roku budŜetowym (praca ciągła)";"20";"100%";"100%";;;;;
"22-3-10";"022-003-010";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"21";;;2209;2209;0;100;0
"22-3-10";"022-003-010";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"21";;;2209;2209;0;100;0
"22-3-10-1";"022-003-010-001";"22-3-10";"022-003-010";0;"f";"d";"Cel";"Zapewnienie sprawnego i niezakłóconego funkcjonowania urzędu w zakresie obsługi technicznej";"21";;;;;;;
"22-3-10-1";"022-003-010-001";"22-3-10";"022-003-010";1;"f";"d";"Cel";"Zapewnienie sprawnego i niezakłóconego funkcjonowania urzędu w zakresie obsługi technicznej";"21";;;;;;;
"22-3-10-1-1";"022-003-010-001-001";"22-3-10-1";"022-003-010-001";0;"t";"e";"Miernik";"Roczny koszt utrzymania 1 stanowiska pracy";"21";"6000 zł";"6250 zł";;;;;
"22-3-10-1-1";"022-003-010-001-001";"22-3-10-1";"022-003-010-001";1;"t";"e";"Miernik";"Roczny koszt utrzymania 1 stanowiska pracy";"21";"6000 zł";"6250 zł";;;;;
"22-3-11";"022-003-011";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Środowiska";"22";;;19140;19140;0;100;0
"22-3-11";"022-003-011";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Środowiska";"22";;;19140;19140;0;100;0
"22-3-11-1";"022-003-011-001";"22-3-11";"022-003-011";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania w zakresie obsługi technicznej";"22";;;;;;;
"22-3-11-1";"022-003-011-001";"22-3-11";"022-003-011";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania w zakresie obsługi technicznej";"22";;;;;;;
"22-3-11-1-1";"022-003-011-001-001";"22-3-11-1";"022-003-011-001";0;"t";"e";"Miernik";"Ilość pracowników jednostki przypadająca na jednego pracownika obsługi technicznej";"22";"100";"100";;;;;
"22-3-11-1-1";"022-003-011-001-001";"22-3-11-1";"022-003-011-001";1;"t";"e";"Miernik";"Ilość pracowników jednostki przypadająca na jednego pracownika obsługi technicznej";"22";"100";"100";;;;;
"22-3-12";"022-003-012";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";;;14117;14117;0;100;0
"22-3-12";"022-003-012";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";;;14117;14117;0;100;0
"22-3-12-1";"022-003-012-001";"22-3-12";"022-003-012";0;"f";"d";"Cel";"Zabezpieczenie techniczne budynków";"24";;;;;;;
"22-3-12-1";"022-003-012-001";"22-3-12";"022-003-012";1;"f";"d";"Cel";"Zabezpieczenie techniczne budynków";"24";;;;;;;
"22-3-12-1-1";"022-003-012-001-001";"22-3-12-1";"022-003-012-001";0;"t";"e";"Miernik";"Wartość remontów budowlanych do powerzchni całkowitej uŜytkowanych budynków";"24";"37217";"52849";;;;;
"22-3-12-1-1";"022-003-012-001-001";"22-3-12-1";"022-003-012-001";1;"t";"e";"Miernik";"Wartość remontów budowlanych do powerzchni całkowitej uŜytkowanych budynków";"24";"37217";"52849";;;;;
"22-3-13";"022-003-013";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";;;6783;6783;0;100;0
"22-3-13";"022-003-013";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";;;6783;6783;0;100;0
"22-3-13-1";"022-003-013-001";"22-3-13";"022-003-013";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania MSiT w zakresie obsługi technicznej przy rozsądnym koszcie";"25";;;;;;;
"22-3-13-1";"022-003-013-001";"22-3-13";"022-003-013";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania MSiT w zakresie obsługi technicznej przy rozsądnym koszcie";"25";;;;;;;
"22-3-13-1-1";"022-003-013-001-001";"22-3-13-1";"022-003-013-001";0;"t";"e";"Miernik";"Stopień zadowolenia pracowników merytorycznych z obsługi technicznej (ankieta wśród pracowników merytorycznych - skala od 1 do 5, gdzie 1- bardzo niezadowolony, 5 - bardzo zadowolony)";"25";"0";"5";;;;;
"22-3-13-1-1";"022-003-013-001-001";"22-3-13-1";"022-003-013-001";1;"t";"e";"Miernik";"Stopień zadowolenia pracowników merytorycznych z obsługi technicznej (ankieta wśród pracowników merytorycznych - skala od 1 do 5, gdzie 1- bardzo niezadowolony, 5 - bardzo zadowolony)";"25";"0";"5";;;;;
"22-3-14";"022-003-014";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"26";;;2945;2945;0;100;0
"22-3-14";"022-003-014";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"26";;;2945;2945;0;100;0
"22-3-14-1";"022-003-014-001";"22-3-14";"022-003-014";0;"f";"d";"Cel";"Zapewnienie sprawnego i niezakłóconego funkcjonowania urzędu w zakresie obsługi technicznej";"26";;;;;;;
"22-3-14-1";"022-003-014-001";"22-3-14";"022-003-014";1;"f";"d";"Cel";"Zapewnienie sprawnego i niezakłóconego funkcjonowania urzędu w zakresie obsługi technicznej";"26";;;;;;;
"22-3-14-1-1";"022-003-014-001-001";"22-3-14-1";"022-003-014-001";0;"t";"e";"Miernik";"Roczny koszt utrzymania 1 stanowiska pracy (w zł)";"26";"6000 zł";"6250 zł";;;;;
"22-3-14-1-1";"022-003-014-001-001";"22-3-14-1";"022-003-014-001";1;"t";"e";"Miernik";"Roczny koszt utrzymania 1 stanowiska pracy (w zł)";"26";"6000 zł";"6250 zł";;;;;
"22-3-15";"022-003-015";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"27";;;570;570;0;100;0
"22-3-15";"022-003-015";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"27";;;570;570;0;100;0
"22-3-15-1";"022-003-015-001";"22-3-15";"022-003-015";0;"f";"d";"Cel";"Zapewnienie obsługi technicznej";"27";;;;;;;
"22-3-15-1";"022-003-015-001";"22-3-15";"022-003-015";1;"f";"d";"Cel";"Zapewnienie obsługi technicznej";"27";;;;;;;
"22-3-15-1-1";"022-003-015-001-001";"22-3-15-1";"022-003-015-001";0;"t";"e";"Miernik";"Udział pracowników obsługi technicznej do ogółu zatrudnionych";"27";"nie było monitorowane";"5,9 %";;;;;
"22-3-15-1-1";"022-003-015-001-001";"22-3-15-1";"022-003-015-001";1;"t";"e";"Miernik";"Udział pracowników obsługi technicznej do ogółu zatrudnionych";"27";"nie było monitorowane";"5,9 %";;;;;
"22-3-16";"022-003-016";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Nauki i Szkolnictwa WyŜszego";"28";;;15896;15896;0;100;0
"22-3-16";"022-003-016";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Nauki i Szkolnictwa WyŜszego";"28";;;15896;15896;0;100;0
"22-3-16-1";"022-003-016-001";"22-3-16";"022-003-016";0;"f";"d";"Cel";"Zapewnianie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"28";;;;;;;
"22-3-16-1";"022-003-016-001";"22-3-16";"022-003-016";1;"f";"d";"Cel";"Zapewnianie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"28";;;;;;;
"22-3-16-1-1";"022-003-016-001-001";"22-3-16-1";"022-003-016-001";0;"t";"e";"Miernik";"Wskaźnik awaryjności systemów informatycznych";"28";"1,6%";"1,7%";;;;;
"22-3-16-1-1";"022-003-016-001-001";"22-3-16-1";"022-003-016-001";1;"t";"e";"Miernik";"Wskaźnik awaryjności systemów informatycznych";"28";"1,6%";"1,7%";;;;;
"22-3-17";"022-003-017";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Obrony Narodowej";"29";;;28858;28858;0;100;0
"22-3-17";"022-003-017";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Obrony Narodowej";"29";;;28858;28858;0;100;0
"22-3-17-1";"022-003-017-001";"22-3-17";"022-003-017";0;"f";"d";"Cel";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"29";;;;;;;
"22-3-17-1";"022-003-017-001";"22-3-17";"022-003-017";1;"f";"d";"Cel";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"29";;;;;;;
"22-3-17-1-1";"022-003-017-001-001";"22-3-17-1";"022-003-017-001";0;"t";"e";"Miernik";"Opis stopnia osiągnięcia celu";"29";"-";"-";;;;;
"22-3-17-1-1";"022-003-017-001-001";"22-3-17-1";"022-003-017-001";1;"t";"e";"Miernik";"Opis stopnia osiągnięcia celu";"29";"-";"-";;;;;
"22-3-18";"022-003-018";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Edukacji Narodowej";"30";;;11732;11732;0;100;0
"22-3-18";"022-003-018";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Edukacji Narodowej";"30";;;11732;11732;0;100;0
"22-3-18-1";"022-003-018-001";"22-3-18";"022-003-018";0;"f";"d";"Cel";"Zapewnianie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"30";;;;;;;
"22-3-18-1";"022-003-018-001";"22-3-18";"022-003-018";1;"f";"d";"Cel";"Zapewnianie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"30";;;;;;;
"22-3-18-1-1";"022-003-018-001-001";"22-3-18-1";"022-003-018-001";0;"t";"e";"Miernik";"Poziom wykonania planu finansowego  z zakresu obsługi technicznej (%)";"30";"-";"większy niŜ 95%";;;;;
"22-3-18-1-1";"022-003-018-001-001";"22-3-18-1";"022-003-018-001";1;"t";"e";"Miernik";"Poziom wykonania planu finansowego  z zakresu obsługi technicznej (%)";"30";"-";"większy niŜ 95%";;;;;
"22-3-18-1-2";"022-003-018-001-002";"22-3-18-1";"022-003-018-001";0;"t";"e";"Miernik";"Ocena celowości i gospodarności wydatkowania środków finansowych realizowana poprzez kontrolę zewnętrzną wykonania budŜetu przeprowadzoną przez NIK";"30";"-";"Dopuszczalna liczba zaleceń pokontrolnych dotyczących wydatkowania środków finansowych z zakresu obsługi technicznej  - jedno zalecenie";;;;;
"22-3-18-1-2";"022-003-018-001-002";"22-3-18-1";"022-003-018-001";1;"t";"e";"Miernik";"Ocena celowości i gospodarności wydatkowania środków finansowych realizowana poprzez kontrolę zewnętrzną wykonania budŜetu przeprowadzoną przez NIK";"30";"-";"Dopuszczalna liczba zaleceń pokontrolnych dotyczących wydatkowania środków finansowych z zakresu obsługi technicznej  - jedno zalecenie";;;;;
"22-3-19";"022-003-019";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";;;16194;16194;0;100;0
"22-3-19";"022-003-019";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";;;16194;16194;0;100;0
"22-3-19-1";"022-003-019-001";"22-3-19";"022-003-019";0;"f";"d";"Cel";"Zapewnianie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania Urzędu";"31";;;;;;;
"22-3-19-1";"022-003-019-001";"22-3-19";"022-003-019";1;"f";"d";"Cel";"Zapewnianie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania Urzędu";"31";;;;;;;
"22-3-19-1-1";"022-003-019-001-001";"22-3-19-1";"022-003-019-001";0;"t";"e";"Miernik";"Wartość środków finansowych przeznaczonych na realizację zadania";"31";"-";"-";;;;;
"22-3-19-1-1";"022-003-019-001-001";"22-3-19-1";"022-003-019-001";1;"t";"e";"Miernik";"Wartość środków finansowych przeznaczonych na realizację zadania";"31";"-";"-";;;;;
"22-3-20";"022-003-020";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";;;11744;11744;0;100;0
"22-3-20";"022-003-020";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";;;11744;11744;0;100;0
"22-3-20-1";"022-003-020-001";"22-3-20";"022-003-020";0;"f";"d";"Cel";"Zapewnianie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"32";;;;;;;
"22-3-20-1";"022-003-020-001";"22-3-20";"022-003-020";1;"f";"d";"Cel";"Zapewnianie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"32";;;;;;;
"22-3-20-1-1";"022-003-020-001-001";"22-3-20-1";"022-003-020-001";0;"t";"e";"Miernik";"Udział procentowy ocen dobrych i bardzo dobrych w badaniu ankietowym nt. stopnia realizacji celu, przeprowadzonym wśród członków kierownictwa resortu i dyrektorów komórek organizacyjnych MRiRW w ogólnej liczbie ankiet";"32";"None";"None";;;;;
"22-3-20-1-1";"022-003-020-001-001";"22-3-20-1";"022-003-020-001";1;"t";"e";"Miernik";"Udział procentowy ocen dobrych i bardzo dobrych w badaniu ankietowym nt. stopnia realizacji celu, przeprowadzonym wśród członków kierownictwa resortu i dyrektorów komórek organizacyjnych MRiRW w ogólnej liczbie ankiet";"32";"None";"None";;;;;
"22-3-21";"022-003-021";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";;;466228;466228;0;100;0
"22-3-21";"022-003-021";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";;;466228;466228;0;100;0
"22-3-21-1";"022-003-021-001";"22-3-21";"022-003-021";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania urzędu w zakresie merytorycznej działalności, planowania strategicznego i operacyjnego";"33";;;;;;;
"22-3-21-1";"022-003-021-001";"22-3-21";"022-003-021";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania urzędu w zakresie merytorycznej działalności, planowania strategicznego i operacyjnego";"33";;;;;;;
"22-3-21-1-1";"022-003-021-001-001";"22-3-21-1";"022-003-021-001";0;"t";"e";"Miernik";"Udział kosztów zadania w całości kosztów CDR";"33";"0";"25%";;;;;
"22-3-21-1-1";"022-003-021-001-001";"22-3-21-1";"022-003-021-001";1;"t";"e";"Miernik";"Udział kosztów zadania w całości kosztów CDR";"33";"0";"25%";;;;;
"22-3-21-1-2";"022-003-021-001-002";"22-3-21-1";"022-003-021-001";0;"t";"e";"Miernik";"Ilość etatów zaangaŜowanych w proces planowania strategicznego i operacyjnego (%)";"33";"185";"185";;;;;
"22-3-21-1-2";"022-003-021-001-002";"22-3-21-1";"022-003-021-001";1;"t";"e";"Miernik";"Ilość etatów zaangaŜowanych w proces planowania strategicznego i operacyjnego (%)";"33";"185";"185";;;;;
"22-3-22";"022-003-022";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Rozwoju Regionalnego";"34";;;1563;1563;0;100;0
"22-3-22";"022-003-022";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Rozwoju Regionalnego";"34";;;1563;1563;0;100;0
"22-3-22-1";"022-003-022-001";"22-3-22";"022-003-022";0;"f";"d";"Cel";"Utrzymanie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"34";;;;;;;
"22-3-22-1";"022-003-022-001";"22-3-22";"022-003-022";1;"f";"d";"Cel";"Utrzymanie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"34";;;;;;;
"22-3-22-1-1";"022-003-022-001-001";"22-3-22-1";"022-003-022-001";0;"t";"e";"Miernik";"Udział zatrudnienia w DI w zatrudnieniu w ogółem (w %)";"34";"3%";"4%";;;;;
"22-3-22-1-1";"022-003-022-001-001";"22-3-22-1";"022-003-022-001";1;"t";"e";"Miernik";"Udział zatrudnienia w DI w zatrudnieniu w ogółem (w %)";"34";"3%";"4%";;;;;
"22-3-23";"022-003-023";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"35";;;823;823;0;100;0
"22-3-23";"022-003-023";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"35";;;823;823;0;100;0
"22-3-23-1";"022-003-023-001";"22-3-23";"022-003-023";0;"f";"d";"Cel";"Zapewnianie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"35";;;;;;;
"22-3-23-1";"022-003-023-001";"22-3-23";"022-003-023";1;"f";"d";"Cel";"Zapewnianie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"35";;;;;;;
"22-3-23-1-1";"022-003-023-001-001";"22-3-23-1";"022-003-023-001";0;"t";"e";"Miernik";"Udział procentowy ocen dobrych i bardzo dobrych w badaniu ankietowym nt. stopnia realizacji celu, przeprowadzonym wśród członków kierownictwa resortu i dyrektorów komórek organizacyjnych MRiRW w ogólnej liczbie ankiet";"35";"None";"None";;;;;
"22-3-23-1-1";"022-003-023-001-001";"22-3-23-1";"022-003-023-001";1;"t";"e";"Miernik";"Udział procentowy ocen dobrych i bardzo dobrych w badaniu ankietowym nt. stopnia realizacji celu, przeprowadzonym wśród członków kierownictwa resortu i dyrektorów komórek organizacyjnych MRiRW w ogólnej liczbie ankiet";"35";"None";"None";;;;;
"22-3-24";"022-003-024";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Skarbu Państwa";"36";;;17808;17808;0;100;0
"22-3-24";"022-003-024";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Skarbu Państwa";"36";;;17808;17808;0;100;0
"22-3-24-1";"022-003-024-001";"22-3-24";"022-003-024";0;"f";"d";"Cel";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania Urzędu";"36";;;;;;;
"22-3-24-1";"022-003-024-001";"22-3-24";"022-003-024";1;"f";"d";"Cel";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania Urzędu";"36";;;;;;;
"22-3-24-1-1";"022-003-024-001-001";"22-3-24-1";"022-003-024-001";0;"t";"e";"Miernik";"Stopień realizacji zadań wykonywanych w ramach obsługi technicznej";"36";"100%";"100%";;;;;
"22-3-24-1-1";"022-003-024-001-001";"22-3-24-1";"022-003-024-001";1;"t";"e";"Miernik";"Stopień realizacji zadań wykonywanych w ramach obsługi technicznej";"36";"100%";"100%";;;;;
"22-3-25";"022-003-025";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Sprawiedliwości";"37";;;69508;69508;0;100;0
"22-3-25";"022-003-025";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Sprawiedliwości";"37";;;69508;69508;0;100;0
"22-3-25-1";"022-003-025-001";"22-3-25";"022-003-025";0;"f";"d";"Cel";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"37";;;;;;;
"22-3-25-1";"022-003-025-001";"22-3-25";"022-003-025";1;"f";"d";"Cel";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"37";;;;;;;
"22-3-25-1-1";"022-003-025-001-001";"22-3-25-1";"022-003-025-001";0;"t";"e";"Miernik";"Ocena jakości obsługi technicznej przez departamenty merytoryczne i administracyjne";"37";"4";"4";;;;;
"22-3-25-1-1";"022-003-025-001-001";"22-3-25-1";"022-003-025-001";1;"t";"e";"Miernik";"Ocena jakości obsługi technicznej przez departamenty merytoryczne i administracyjne";"37";"4";"4";;;;;
"22-3-26";"022-003-026";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Nauki i Szkolnictwa WyŜszego";"38";;;3840;3840;0;100;0
"22-3-26";"022-003-026";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Nauki i Szkolnictwa WyŜszego";"38";;;3840;3840;0;100;0
"22-3-26-1";"022-003-026-001";"22-3-26";"022-003-026";0;"f";"d";"Cel";"Zapewnianie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"38";;;;;;;
"22-3-26-1";"022-003-026-001";"22-3-26";"022-003-026";1;"f";"d";"Cel";"Zapewnianie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"38";;;;;;;
"22-3-26-1-1";"022-003-026-001-001";"22-3-26-1";"022-003-026-001";0;"t";"e";"Miernik";"Wskaźnik awaryjności systemów informatycznych";"38";"1,60%";"1,6%";;;;;
"22-3-26-1-1";"022-003-026-001-001";"22-3-26-1";"022-003-026-001";1;"t";"e";"Miernik";"Wskaźnik awaryjności systemów informatycznych";"38";"1,60%";"1,6%";;;;;
"22-3-27";"022-003-027";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"39";;;9716;9716;0;100;0
"22-3-27";"022-003-027";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"39";;;9716;9716;0;100;0
"22-3-27-1";"022-003-027-001";"22-3-27";"022-003-027";0;"f";"d";"Cel";"Zapewnienie sprawnego i niezakłóconego funkcjonowania Urzędu w zakresie obsługi technicznej";"39";;;;;;;
"22-3-27-1";"022-003-027-001";"22-3-27";"022-003-027";1;"f";"d";"Cel";"Zapewnienie sprawnego i niezakłóconego funkcjonowania Urzędu w zakresie obsługi technicznej";"39";;;;;;;
"22-3-27-1-1";"022-003-027-001-001";"22-3-27-1";"022-003-027-001";0;"t";"e";"Miernik";"Roczny koszt utrzymania 1 stanowiska pracy w zł";"39";"6000";"6250";;;;;
"22-3-27-1-1";"022-003-027-001-001";"22-3-27-1";"022-003-027-001";1;"t";"e";"Miernik";"Roczny koszt utrzymania 1 stanowiska pracy w zł";"39";"6000";"6250";;;;;
"22-3-28";"022-003-028";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Sportu i Turystyki";"40";;;1400;1400;0;100;0
"22-3-28";"022-003-028";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Sportu i Turystyki";"40";;;1400;1400;0;100;0
"22-3-28-1";"022-003-028-001";"22-3-28";"022-003-028";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania MSiT w zakresie obsługi technicznej przy rozsądnym koszcie";"40";;;;;;;
"22-3-28-1";"022-003-028-001";"22-3-28";"022-003-028";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania MSiT w zakresie obsługi technicznej przy rozsądnym koszcie";"40";;;;;;;
