"numer";"Funkcja / zadanie / podzadanie
";"Dysponent
";"Część
";"Cel
";"Miernik
";;;"Przewidywane wydatki w 2012 r. (w tys. zł)
";"nation";"eu"
"19.5";;;39;;"Długość wybudowanej/przebudowanej sieci transportu szynowego i trolejbusowego (w km)
";404;539;;;
"19.5.1";"19.5.1. Wspieranie infrastruktury portowej
";"Ministerstwo Infrastruktury
";39;"Zwiększenie udziału przyjaznych środowisku gałęzi transportu w ogólnym przewozie osób i ładunków
";"Wybudowane/przebudowane nabrzeŜa portowe (w km)
";234;268;"569 707
";0;"569 707
"
"19.5.2";"19.5.2. Wspieranie transportu intermodalnego
";"Ministerstwo Infrastruktury
";39;"Zwiększenie udziału przyjaznych środowisku gałęzi transportu w ogólnym przewozie osób i ładunków
";"Liczba wybudowanych/przebudowanych centrów logistycznych/terminali kontenerowych (w szt.)
";0;0;"158 159
";0;"158 159
"
"19.5.3";"19.5.3. Wspieranie rozwoju transportu miejskiego
";"Ministerstwo Infrastruktury
";39;"Zwiększenie udziału przyjaznych środowisku gałęzi transportu w ogólnym przewozie osób i ładunków
";"Długość wybudowanej/przebudowanej sieci transportu szynowego i trolejbusowego (w km)
";404;539;"899 819
";0;"899 819
"
"20";"FUNKCJA 20. ZDROWIE
";;;;;;;"7  068 533
";"6  840 830
";"227 703
"
"20.1";"20.1. Dostęp do świadczeń opieki zdrowotnej
";"Ministerstwo Obrony Narodowej
";29;"Poprawa dostępności do usług i świadczeń opieki zdrowotnej
";"Liczba donacji w relacji do liczby planowanych donacji
";11;1;"7 221
";"7 221
";0
"20.1";;"Ministerstwo Sprawiedliwości
";37;"Zapewnienie opieki medycznej dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego
";"Liczba osób objętych ubezpieczeniem zdrowotnym
";"-
";"1 974
";"1 144
";"1 144
";0
"20.1";;"Ministerstwo Nauki i Szkolnictwa
WyŜszego
";38;"Zapewnienie dostępu do usług i świadczeń opieki zdrowotnej studentom i uczestnikom studiów doktoranckich
";"Przeciętna miesięczna liczba studentów i doktorantów, za których MNiSW opłaca składki na ubezpieczenie zdrowotne
";"18 760
";"21 328
";"12 042
";"12 042
";0
"20.1";;"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"X
";"X
";"x
";"x
";"3 464
";"3 464
";0
"20.1";;"Ministerstwo Zdrowia
";46;"Poprawa dostępności do świadczeń opieki zdrowotnej
";"Liczba wykonywanych świadczeń wysokospecjalistycznych finansowanych z budŜetu państwa na 1 mln mieszkańców
";38516;38526;"1  469 088
";"1  467 846
";"1 242
"
"20.1";;"Kasa Rolniczego Ubezpieczenia
Społecznego
";72;"Poprawa dostępności do usług i świadczeń opieki zdrowotnej
";"Liczba osób objetych ubezpieczeniem zdrowotnym
(bez członków rodziny)
";"1  442 tys.osób
";"1  473 tys.osób
";"1  883 001
";"1  883 001
";0
"20.1";;"Zakład Ubezpieczeń
Społecznych
";73;"UmoŜliwienie dostępu do opieki zdrowotnej osobom nieobjętym ubepzieczeniem zdrowotnym z innego tytułu
";"średnia liczba osób uprawnionych, za które składki na ubezpieczenie zdrowotne finansowane są z budŜetu państwa
";"279 425
";"319 125
";"330 136
";"330 136
";0
"20.1";;"Wojewodowie
";85;"Zapewnienie dostępu do świadczeń zdrowotnych mieszkańcom województwa
";"Stosunek liczby placówek świadczących usługi zdrowotne do liczby mieszkańców województwa
";"-
";48;"1  217 977
";"1  217 977
";0
"20.1.1";"20.1.1. Organizacja oraz nadzór nad systemem opieki zdrowotnej
";"Ministerstwo Obrony Narodowej
";29;"UmoŜliwienie dostępu do opieki zdrowotnej osobom nieobjętym ubezpieczeniem zdrowotnym z innego tytułu
";"Relacja liczby składek opłaconych w terminie do ogólnej liczby opłaconych składek
";"100%
";"100%
";"1 295
";"1 295
";0
"20.1.1";;"Ministerstwo Nauki i Szkolnictwa
WyŜszego
";38;"Zapewnienie dostępu do usług i świadczeń opieki zdrowotnej studentom i uczestnikom studiów doktoranckich
";"Przeciętna miesięczna liczba studentów i doktorantów, za których MNiSW opłaca składki na ubezpieczenie zdrowotne
";"18 760
";"21 328
";"12 042
";"12 042
";0
"20.1.1";;"Ministerstwo Zdrowia
";46;"Optymalizacja wykorzystania środków na finansowanie
świadczeń opieki zdrowotnej ze środków publicznych
";"Liczba wydanych rekomendacji i opinii w zakresie świadczeń opieki zdrowotnej i technologii medycznych
";122;122;"48 430
";"47 188
";"1 242
"
"20.1.1";;"Kasa Rolniczego Ubezpieczenia
Społecznego
";72;"UmoŜliwienie dostępu do opieki zdrowotnej osobom nieobjętym ubezpieczeniem zdrowotnym z innego tytułu
";"Liczba osób objetych ubezpieczeniem zdrowotnym
(bez członków rodziny)
";"1  442 tys.osób
";"1  473 tys.osób
";"1  883 001
";"1  883 001
";0
"20.1.1";;"Zakład Ubezpieczeń
Społecznych
";73;"UmoŜliwienie dostępu do opieki zdrowotnej osobom nieobjętym ubezpieczeniem zdrowotnym z innego tytułu
";"Średnia liczba osób uprawnionych, za które składki na ubezpieczenie zdrowotne finansowane są z budŜetu państwa
";"279 425
";"319 125
";"330 136
";"330 136
";0
"20.1.1";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";"1  216 785
";"1  216 785
";0
"20.1.2";"20.1.2. Realizacja świadczeń wysokospecjalistycznych i programów zdrowotnych waŜnych dla zdrowia społeczeństwa
";"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"Wzmocnienie działań o charakterze profilaktyczno edukacyjnym oraz prozdrowotnym na rzecz poprawy stanu zdrowia
";"Liczba działań o charaktzerze profilaktyczno- edukacyjnym
";"13 000
";"13 800
";825;825;0
"20.1.2";;"Ministerstwo Zdrowia
";46;"Wzmocnienie działań o charakterze profilaktyczno - edukacyjnym i prozdrowotnym na rzecz poprawy stanu zdrowia
";"Liczba działań o charakterze profilaktyczno edukacyjnym
";598;598;"1  014 135
";"1  014 135
";0
"20.1.3";"20.1.3. Świadczenia zdrowotne w zakresie lecznictwa
";"Ministerstwo Sprawiedliwości
";37;"Zapewnienie opieki medycznej dla osób nieobjętych
obowiązkiem ubezpieczenia zdrowotnego
";"Liczba osób objętych ubezpieczeniem zdrowotnym
";"-
";"1 974
";"1 144
";"1 144
";0
"20.1.3";;"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"UmoŜliwianie dostępu do opieki zdrowotnej dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego
";"Ilość udzielonych świadczeń medycznych
";250;250;"1 326
";"1 326
";0
"20.1.3";;"Ministerstwo Zdrowia
";46;"Poprawa jakości Ŝycia osób przewlekle chorych
";"Liczba osób leczonych w ZOL i ZPO oraz w Krajowym i Regionalnych Ośrodkach Psychiatrii Sądowej
";426;438;"256 354
";"256 354
";0
"20.1.3";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";"1 192
";"1 192
";0
"20.1.4";"20.1.4. Medycyna transplantacyjna
";"Ministerstwo Zdrowia
";46;"Rozwój medycyny transplantacyjnej ze szczególnym uwzględnieniem wzrostu liczby przeszczepień
";"Współczynnik liczby osób które otrzymały przeszczep w stosunku do liczby osób wpisanych na listę oczekujących
";70;70;"58 893
";"58 893
";0
"20.1.5";"20.1.5. Funkcjonowanie publicznej słuŜby krwi
";"Ministerstwo Obrony Narodowej
";29;"Zapewnienie pacjentom leczonym w polskich szpitalach oraz ZOZ bezpiecznej krwi, jej składników i produktów krwiopochodnych
";"Liczba donacji w relacji do liczby planowanych donacji
";11;1;"5 926
";"5 926
";0
"20.1.5";;"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"Zapewnienie pacjentom leczonym w polskich szpitalach bezpiecznej krwi, jej składników i produktów krwiopochodnych
";"Liczba pozyskanych jednostek krwi
";"5 830
";"6 000
";"1 313
";"1 313
";0
"20.1.5";;"Ministerstwo Zdrowia
";46;"Zapewnienie pacjentom leczonym w polskich szpitalach oraz ZOZ bezpiecznej krwi, jej składników i produktów krwiopochodnych
";"Liczba donacji krwi wydanej do lecznictwa
";"1  044 613
";"1  081 174
";"91 276
";"91 276
";0
"20.2";"20.2. Ratownictwo medyczne
";"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"X
";"X
";"x
";"x
";"1 256
";"1 256
";0
"20.2";;"Ministerstwo Zdrowia
";46;"Zapewnienie dostępności świadczeń opieki zdrowotnej z zakresu ratownictwa medycznego
";"Procent powierzchni kraju objętej zasięgiem słuŜby
HEMS
";"85%
";"92%
";"208 893
";"84 404
";"124 489
"
"20.2";;"Wojewodowie
";85;"Zapewnienie pomocy osobom w stanach nagłego zagroŜenia
";"Mediana czasu dotarcia na miejsce zdarzenia w województwie
";"-
";"8  minut (miasto)/
15 minut (poza miastem)
";"9 611
";"9 611
";0
"20.2.1";"20.2.1. Działalność lotniczych zespołów ratownictwa medycznego
";"Ministerstwo Zdrowia
";46;"Zapewnienie dostępności do świadczeń ratowniczych wykonywanych przez lotnicze zespoły ratownictwa medycznego
";"Liczba godzin pozostawania w gotowości w bazach
HEMS w roku
";"75601:05
";"75601:05
";"98 979
";"81 783
";"17 196
"
"20.2.2";"20.2.2. Działalność szpitalnych oddziałów ratunkowych, centrów urazowych oraz zespołów ratownictwa medycznego, z wyłączeniem lotniczych zespołów ratownictwa medycznego
";"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"Udzielanie sprawnej pomocy medycznej podczas zdarzeń nagłych, wypadków i kataklizmów
";"Średni czas dojazdu zespołów ratownictwa medycznego na miejsce zdarzenia
";"11 minut
";"15 minut
";"1 256
";"1 256
";0
"20.2.2";;"Ministerstwo Zdrowia
";46;"Zapewnienie dostępności do świadczeń ratowniczych wykonywanych przez szpitalne oddziały ratunkowe, centra urazowe oraz zespoły ratownictwa medycznego z wyłączeniem lotniczych zespołów ratownictwa medycznego
";"Liczba realizowanych projektów
";155;38;"109 914
";"2 621
";"107 293
"
"20.2.2";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";"9 611
";"9 611
";0
"20.3";"20.3. Polityka lekowa
";"Ministerstwo Zdrowia
";46;"Zapewnienie dostępu do bezpiecznych, odpowiedniej jakości i skuteczności produktów leczniczych, wyrobów medycznych i produktów biobójczych
";"Liczba przeprowadzonych postępowań rejestracyjnych w zakresie produktów leczniczych, wyrobów medycznych i produktów biobójczych
";"28 056
";"34 649
";"63 645
";"63 645
";0
"20.3";;"Wojewodowie
";85;"Zapewnienie bezpieczeństwa zdrowia i Ŝycia obywateli przy stosowaniu produktów leczniczych i wyrobów medycznych
";"Stosunek liczby kontroli, w wyniku których stwierdzono nieprawidłowości do liczby przeprowadzonych kontroli
";"-
";"46%
";"23 155
";"23 155
";0
"20.3.1";"20.3.1. Rejestracja produktów leczniczych, wyrobów medycznych i produktów biobójczych
";"Ministerstwo Zdrowia
";46;"Zapewnienie dostępu do bezpiecznych, odpowiedniej jakości i skuteczności produktów leczniczych, wyrobów medycznych i produktów biobójczych
";"Liczba przeprowadzonych postępowań rejestracyjnych w zakresie produktów leczniczych, wyrobów medycznych i produktów biobójczych
";"28 056
";"34 649
";"48 640
";"48 640
";0
"20.3.2";"20.3.2. Nadzór nad jakością i obrotem produktami leczniczymi, wyrobami medycznymi i produktami biobójczymi
";"Ministerstwo Zdrowia
";46;"Realizacja planu badań oraz zapewnienie terminowości wydawania decyzji/ zezwoleń
";"Średni procent z przeprowadzonych badań oraz terminowości wydawanych decyzji
";"100%
";"100%
";"8 056
";"8 056
";0
"20.3.2";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";"23 155
";"23 155
";0
"20.3.3";"20.3.3. Działaność kontrolno-inspekcyjna
";"Ministerstwo Zdrowia
";46;"Zapewnienie kontroli poprzez inspekcje oraz zgodności bazy SITE i wymagań z odpowiednimi dokumentami (systemem bazodanowym EU i Procedurami Kompilacyjnymi)
";"Średni procent realizacji inspekcji oraz zapewnienia zgodności baz i wymagań z odpowiednimi dokumentami
";"59,8%
";"76,5%
";"4 600
";"4 600
";0
"20.3.4";"20.3.4. Dostęp do leków i wyrobów medycznych
";"Ministerstwo Zdrowia
";46;"Zwiększanie dostępności do leków, wyrobów medycznych i produktów biobójczych
";"Liczba wydanych pakietów rozporządzeń
refundacynych w ciągu roku
";4;4;"2 349
";"2 349
";0
"20.4";"20.4. Wspieranie rozwoju i restrukturyzacji systemu ochrony zdrowia
";"Ministerstwo Obrony Narodowej
";29;"Zapewnienie trwałego dostępu do świadczeń opieki zdrowotnej na terenie całego kraju
";"Relacja liczby SPZOZ i IB nadzorowanych przez MON spełniających wymagania określone przez Ministra Zdrowia w stosunku do ogólnej liczby SPZOZ i IB
";"0%
";"0%
";"118 557
";"118 557
";0
"20.4";;"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"X
";"X
";"x
";"x
";"42 186
";"42 186
";0
"20.4";;"Ministerstwo Zdrowia
";46;"Zapewnienie trwałego dostepu do świadzceń opieki zdrowotnej na terenie całego kraju
";"Zaawansowanie realizacji inwestycji i stopień
zaspokojenia potrzeb
";"29%
";"59%
";"771 924
";"685 884
";"86 040
"
"20.4";;"Wojewodowie
";85;"Nadzór nad przekształceniami SP-ZOZ
";"Liczba przekształconych SP-ZOZ
";"-
";8;251;251;0
"20.4.1";"20.4.1. Inwestycje w infrastrukturę w ochronie zdrowia
";"Ministerstwo Obrony Narodowej
";29;"Poprawa infrastruktury jednostek sektora ochrony zdrowia poprzez wspieranie realizowanych zadań inwestycyjnych
";"Opis stopnia osiągnięcia celu
";"-
";"-
";"118 557
";"118 557
";0
"20.4.1";;"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"Poprawa infrastruktury jednostek sektora ochrony zdrowia poprzez wspieranie realizowanych działań
";"Liczba wykonywanych badań
wysokospecjalistycznych w danym roku
";"17 951
";"17 000
";"42 186
";"42 186
";0
"20.4.1";;"Ministerstwo Zdrowia
";46;"Poprawa  infrastruktury jednostek sektora ochrony zdrowia poprzez wspieranie realizowanych zadań inwestycyjnych
";"Zaawansowanie realizacji inwestycji i stopień
zaspokojenia potrzeb
";"29%
";"59%
";"768 207
";"683 991
";"84 216
"
"20.4.1";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";0;0;0
"20.4.2";"20.4.2. Wspieranie restrukturyzacji systemu ochrony zdrowia
";"Ministerstwo Zdrowia
";46;"Wspieranie przekształceń samodzielnych publicznych zakładów opieki zdrowotnej w spółki kapitałowe
";"Liczba przekształconych samodzielnych zakładów opieki zdrowotnej w spółki kapitałowe
";0;30;"3 717
";"1 893
";"1 824
"
"20.4.2";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";251;251;0
"20.5";"20.5. Nadzór sanitarno-epidemiologiczny, profilaktyka i promocja zdrowia
";"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"X
";"X
";"x
";"x
";"6 372
";"6 372
";0
"20.5";;"Ministerstwo Zdrowia
";46;"Zapewnienie skutecznej ochrony terytorium Polski przed napływem środków spoŜywczych oraz materiałów i wyrobów przeznaczonych do kontaktu z Ŝywnością o niewłaściwej jakości zdrowotnej poprzez wydawania orzeczeń sanitarnych
";"Stosunek ilości wydanych ostatecznych orzeczeń
sanitarnych do ilości prowadzonych postępowań
";"98,50%
";"98,90%
";"168 754
";"152 877
";"15 877
"
"20.5";;"Wojewodowie
";85;"Poprawa stanu sanitarno-epidemiologicznego w województwie
";"Liczba osób objętych działaniami profilaktycznymi i promocyjnymi w stosunku do ogólnej liczby mieszkańców województwa
";"-
";"49%
";"729 856
";"729 801
";55
"20.5.1";"20.5.1. Profilaktyka zdrowotna
";"Ministerstwo Zdrowia
";46;"Upowszechnienie zdrowego stylu Ŝycia wśród dzieci i młodzieŜy opierającego się na aktywności fizycznej i zasadach prawidłowego Ŝywienia
";"Odsetek szkół (szkoły podstawowe i gimnazja)
biorących udział w programach
";"32%
";"32%
";"29 796
";"13 919
";"15 877
"
"20.5.1";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";"25 092
";"25 092
";0
"20.5.2";"20.5.2. Nzadór sanitarny i działalność kontrolno- inspekcyjna
";"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"Zapewnienie stosowania właściwych standardów sanitarno-higienicznych
";"Ilość działań nadzorczo-kontrolnych
";7500;7300;"6 372
";"6 372
";0
"20.5.2";;"Ministerstwo Zdrowia
";46;"Zapewnienie skutecznej ochrony terytorium Polski przed napływem środków spoŜywczych oraz materiałów i wyrobów przeznaczonych do kontaktu z Ŝywnością o niewłaściwej jakości zdrowotnej poprzez wydawania orzeczeń sanitarnych
";"Stosunek ilości wydanych ostatecznych orzeczeń
sanitarnych do ilości prowadzonych postępowań
";"98,50%
";"98,90%
";"28 131
";"28 131
";0
"20.5.2";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";"482 858
";"482 803
";55
"20.5.3";"20.5.3. Zapobieganie i zwalczanie chorób zakaźnych
";"Ministerstwo Zdrowia
";46;"Dokonywanie analiz i ocen epidemiologicznych poprzez publikację meldunków wraz z oceną
";"Liczba opublikowanych meldunków okresowych z danymi zawierajacymi informacje o zachorowaniach na choroby zakaźne i zakaŜenia w Polsce
";24;24;"85 843
";"85 843
";0
"20.5.3";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";"52 205
";"52 205
";0
"20.5.4";"20.5.4. Ochrona zdrowia przed szkodliwym wpływem czynników środowiskowych
";"Ministerstwo Zdrowia
";46;"Przeciwdziałanie szerzeniu się zagroŜeń zdrowia publicznego
";"Ilośc zdarzeń zgłoszonych do Krajowego Punktu
Centralnego ds. MPZ
";169;153;"7 779
";"7 779
";0
"20.5.4";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";"161 603
";"161 603
";0
"20.5.5";"20.5.5. Tworzenie i utrzymywanie rezerw państwowych
";"Ministerstwo Zdrowia
";46;"Zapewnienie dystrybucji szczepionek na terenie kraju wg.
Kalandarza szczepień na dany rok
";"% wykonania dystrybucji szczepionek wg. kalendarza szczepień w danym roku
";"100%
";"100%
";"1 566
";"1 566
";0
"20.5.6";"20.5.6. Realizacja zadań edukacyjno- informacyjnych z zakresu programów zdrowotnych państwa dotyczących uzaleŜnień
";"Ministerstwo Zdrowia
";46;"Zapewnienie dostępu do wiedzy o uzaleznieniach
";"Liczba osób uczestniczących w programach przeciwdziałania uzaleŜnieniom
";"2  900 000
";"2  500 000
";"15 639
";"15 639
";0
"20.5.6";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";"8 098
";"8 098
";0
"21";"FUNKCJA 21. POLITYKA ROLNA I RYBACKA
";;;;;;;"16 511 560
";"5  866 797
";"10 644 763
"
"21.1";"21.1. Rozwój produkcji roślinnej i ochrona roślin uprawnych
";"Ministerstwo Rolnictwa i
Rozwoju Wsi
";32;"Zapewnienie warunków do prowadzenia produkcji rolnej zgodnej z zasadami dobrej kultury rolnej
";"Liczba stwierdzonych nieprawidłowości w zakresie obrotu materiałem siewnym roślin w stosunku do liczby przeprowadzonych kontroli (%)
";"2,7%
";"<4
";"83 835
";"83 835
";0
"21.1";;;32;;"Przekroczenia NDP (najwyŜsza dopuszczalna pozostałość) środków ochrony roślin w płodach rolnych według danych z kontroli przeprowadzonych przez PIORiN (%)
";"1,4%
";"<2,5
";;;
"21.1";;"Wojewodowie
";85;"Zapewnienie bezpieczeństwa Ŝywnościowego
";"Liczba przeprowadzonych kontroli i badań
laboratoryjnych
";"-
";33503;"108 299
";"108 299
";0
"21.1.1";"21.1.1. Postęp biologiczny w produkcji roślinnej
";"Ministerstwo Rolnictwa i
Rozwoju Wsi
";32;"Dostarczanie informacji z zakresu mechanizmów dziedziczenia i procesów biochemicznych
";"Liczba publikacji
";70;70;"40 813
";"40 813
";0
"21.1.2";"21.1.2. Rejestracja i ochrona prawna odmian roślin uprawnych
";"Ministerstwo Rolnictwa i
Rozwoju Wsi
";32;"Sprawna rejestracja oraz informacja o jakości roślin uprawnych
";"Liczba punktów praco- i materiałochłonności (ustalana na podstawie instrukcji zawartej w corocznie wydawanym zarządzeniu dyrektora COBORU
";160836;165000;"29 103
";"29 103
";0
"21.1.3";"21.1.3. Kontrola wytwarzania, oceny i obrotu materiałem siewnym
";"Ministerstwo Rolnictwa i
Rozwoju Wsi
";32;"Zapewnienie wysokiej jakości materiału siewnego
";"Liczba rozsztrzygnięć administracyjnych, liczba przeprowadzonych kontroli, wydanych wytycznych i instrukcji, zorganizowanych szkoleń, konferencji, liczba prób w ocenie toŜsamości
";3273;3123;"3 837
";"3 837
";0
