"numer";"funkcja_zadanie";"podzadanie";"dysponent";"czesc";"cel";"miernik_nazwa";"miernik_wartosc_bazowa";"miernik_wartosc_rok_obec";"ogolem";"budzet_panstwa";"budzet_srodkow_europejskich"
"22.1";;;"Urząd Zamówień Publicznych";"49";"Zapewnienie sprawnego funkcjonowania Urzędu";"Końcowa ocena NIK z wykonania budżetu";"pozytywna";"pozytywna";1565;1565;0
"22.1";;;"Urząd Regulacji Energetyki";"50";"Zapewnienie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Odsetek budżetu przeznaczony na działania ukierunkowane na realizację celów strategicznych zapisanych w dokumentach strategicznych dysponenta";"9,1";"9";2750;2750;0
"22.1";;;"Urząd Ochrony Konkurencji i Konsumentów";"53";"Zapewnienie sprawnego funkcjonowania Urzędu w zakresie merytorycznej działalności, planowania strategicznego i operacyjnego";"Odsetek zrealizowanych celów strategicznych, określonych w dokumentach strategicznych dysponenta";"100";"100";6456;6456;0
"22.1";;;"Wyższy Urząd Górniczy";"60";"Doskonalenie działalności urzędów górniczych w perspektywie procesów wewnętrznych";"Odsetek osiągniętych progów satysfakcji w ramach celów operacyjnych w perspektywie procesów wewnętrznych";"70%";"75%";7805;7805;0
"22.1";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"62";"Zapewnienie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"% udzielonych odpowiedzi na pisma wymagające zajęcia stanowiska Urzędu";"100";"100";8168;8168;0
"22.1";;;;"62";;"Stopień wykorzystania środków przeznaczonych na realizację zadań z zakresu przygotowywania ocen, opracowań i opinii";"100";"100";;;
"22.1";;;"Ministerstwo Pracy i Polityki Społecznej";"63";"Zapewnianie merytorycznej obsługi organu administracji rządowej/kierownika jednostki  na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Wartość środków finansowych przeznaczonych na realizację zadania";"-";"-";1322;1322;0
"22.1";;;"Polski Komitet Normalizacyjny";"65";"Zapewnienie sprawnego funkcjonowania Polskiego Komitetu Normalizacyjnego";"-";"-";"-";443;443;0
"22.1";;;"Państwowa Agencja Atomistyki";"68";"Zapewnienie merytorycznej obsługi Prezesa Państwowej Agencji Atomistyki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Liczba uznanych skarg na decyzje Prezesa PAA";"-";"-";1116;1116;0
"22.1";;;"Urząd Komunikacji Elektronicznej";"76";"Zapewnienie merytorycznej obsługi organu administracji rządowej na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Odsetek zrealizowanych celów strategicznych, określonych w dokumentach strategicznych dysponenta";"100";"100";12720;12720;0
"22.1";;;"Wojewodowie";"85";"Zapewnienie merytorycznej obsługi Wojewody na rzecz utrzymywania zgodności działalności administracji rządowej w województwie z celami polityki rządu";"Ocena realizacji zadań Wojewody przez jednostki kontrolne (w skali od 1 do 5)";;;118165;118165;0
"22.2";"22.2. Obsługa administracyjna";;"Kancelaria Senatu";"03";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Wskaźnik poziomu kosztów obsługi administracyjnej";"3,4 %";"< 3,5 %";5653;5653;0
"22.2";;;"Krajowa Rada Radiofonii i Telewizji";"09";"Zapewnienie sprawnego funkcjonowania KRRiT i Biura KRRiT w zakresie obsługi administracyjnej";"Relacja  liczby etatów obsługi administracyjnej do liczby etatów ogółem";"6,1%";"6,4%";2746;2746;0
"22.2";;;"Krajowe Biuro Wyborcze";"11";"Zapewnienie sprawnej i efektywnej obsługi organów wyborczych";"Odsetek osób oceniających pozytywnie obsługę administracyjną jednostki (średnia ocen powyżej 3 w skali 1-5), na podstawie ankiet";"-";"67,0";35487;35487;0
"22.2";;;"Państwowa Inspekcja Pracy";"12";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Ocena efektywności obsługi administracyjnej PIP";"pozytywna";"pozytywna";44644;44644;0
"22.2";;;"Kancelaria Prezesa Rady Ministrów";"16";"Zapewnienie sprawnej obsługi i realizacji zadań Kancelarii Prezesa Rady Ministrów";"Stopień zadowolenia pracowników KPRM z obsługi KPRM, na podstawie ankiety";"4,3";">=4,3";24427;24427;0
"22.2";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"17";"Zapewnianie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Ocena efektywności realizacji zadań administracyjnych Ministerstwa SWiA";"pozytywny wynik audytu wewnętrznego";"pozytywny wynik audytu wewnętrznego";2704;2704;0
"22.2";;;"Ministerstwo Infrastruktury";"18";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Udział pracowników obsługi administracyjnej do ogółu zatrudnionych";"23%";"23%";9264;9264;0
"22.2";;;"Ministerstwo Finansów";"19";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Liczba pracowników obsługi administracyjnej na 100 pracowników merytorycznych (%)";"10,28";"10,52";123489;123489;0
"22.2";;;"Ministerstwo Gospodarki";"20";"Zapewnienie sprawnego funkcjonowania Ministerstwa";"Realizacja zadań w danym roku budżetowym";"100%";"100%";57033;57033;0
"22.2";;;"Ministerstwo Infrastruktury";"21";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Udział pracowników obsługi administracyjnej do ogółu zatrudnionych (w %)";"23%";"23%";2810;2810;0
"22.2";;;"Ministerstwo Środowiska";"22";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Wartość logiczna TAK/NIE";"TAK";"TAK";58011;58011;0
"22.2";;;"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";"Zapewnienie sprawnego funkcjonowania urzędu / jednostki i sprawnej obsługi pracowników";"Ocena NIK";"Pozytywna";"Pozytywna";17813;17813;0
"22.2";;;"Ministerstwo Sportu i Turystyki";"25";"Coroczne utrzymanie sprawnego funkcjonowania MSiT i sprawnej obsługi pracowników MSiT";"Liczba niesprawności w funkcjonowaniu MSiT i obsłudze pracowników MSiT w danym roku (w szt.)";"40";"35";3704;3704;0
"22.2";;;"Ministerstwo Infrastruktury";"26";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Udział pracowników obsługi administracyjnej do ogółu zatrudnionych w %";"23 %";"23 %";4478;4478;0
"22.2";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"27";"Zapewnianie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Ocena efektywności realizacji zadań administracyjnych Ministerstwa SWiA";"pozytywny wynik audytu wewnętrznego";"pozytywny wynik audytu wewnętrznego";884;884;0
"22.2";;;"Ministerstwo Nauki i Szkolnictwa Wyższego";"28";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników ";"Wskaźnik fluktuacji kadr ";"12,5%";"15%";48459;46805;1654
"22.2";;;"Ministerstwo Obrony Narodowej";"29";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Opis stopnia osiągnięcia celu";"-";"-";36073;36073;0
"22.2";;;"Ministerstwo Edukacji Narodowej";"30";"Zapewnianie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Analiza poziomu satysfakcji  z realizacji celu,  rozumianego jako odsetek osób oceniających pozytywnie obsługę administracyjną urzędu (średnia ocen powyżej 3) w stosunku do liczby osób oceniających, dokonywana w oparciu o ankietę skierowaną do dyrektorów ";"-";"70%";5397;5397;0
"22.2";;;"Ministerstwo Pracy i Polityki Społecznej";"31";"Zapewnianie sprawnego funkcjonowania Urzędu i sprawnej obsługi pracowników";"Wartość środków finansowych przeznaczonych na realizację zadania";"-";"-";8961;8961;0
"22.2";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Odsetek urzędników służby cywilnej w korpusie służby cywilnej";"11,70%";"15,43%";14475;14475;0
"22.2";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Zapewnienie sprawnego funkcjonowania urzędu Ministra RiRW, ARiMR oraz CDR";"Procent udzielonych odpowiedzi na pisma wymagające stanowiska";"100";"100";1345834;1345834;0
"22.2";;;"Ministerstwo Rozwoju Regionalnego";"34";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników ";"Udział zatrudnienia w BA, DI, BDG, BZL w zatrudnieniu ogółem w MRR (średniorocznie, liczba etatów)";"0,19";"0,19";22636;22636;0
"22.2";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"35";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Odsetek urzędników służby cywilnej w korpusie służby cywilnej w urzędzie";"10,90%";"10,81%";2182;2182;0
"22.2";;;"Ministerstwo Skarbu Państwa";"36";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Ocena opisowa Kierownictwa";"-";"-";23123;23123;0
"22.2";;;"Ministerstwo Sprawiedliwości";"37";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Ocena jakości obsługi administracyjnej prezz departamenty merytoryczne";"4";"4";102873;85290;17583
"22.2";;;"Ministerstwo Nauki i Szkolnictwa Wyższego";"38";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Wskaźnik fluktuacji kadr";"32,17%";"15,0%";15786;14676;1110
"22.2";;;"Ministerstwo Infrastruktury";"39";"Zapewnienie sprawnego funkcjonowania urzędu i obsługi pracowników";"Udział pracowników obsługi administracyjnej do ogółu zatrudnionych w %";"23%";"23%";13371;13371;0
"22.2";;;"Ministerstwo Sportu i Turystyki";"40";"Coroczne utrzymanie sprawnego funkcjonowania MSiT i sprawnej obsługi pracowników MSiT";"Liczba niesprawności w funkcjonowaniu MSiT i obsłudze pracowników MSiT w danym roku (w szt.)";"6";"5";638;638;0
"22.2";;;"Ministerstwo Środowiska";"41";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Wartość logiczna TAK/NIE";"TAK";"TAK";63985;63985;0
"22.2";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zapewnianie sprawnego funkcjonowania Urzędu i sprawnej obsługi pracowników ";"Ocena efektywności realizacji zadań administracyjnych Ministerstwa SWiA";"pozytywny wynik audytu wewnętrznego";"pozytywny wynik audytu wewnętrznego";24106;24106;0
"22.2";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"43";"Zapewnianie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Ocena efektywności realizacji zadań administracyjnych Ministerstwa SWiA";"pozytywny wynik audytu wewnętrznego";"pozytywny wynik audytu wewnętrznego";1254;1254;0
"22.2";;;"Ministerstwo Pracy i Polityki Społecznej";"44";"Zapewnianie sprawnego funkcjonowania Urzędu i sprawnej obsługi pracowników";"Wartość środków finansowych przeznaczonych na realizację zadania";"-";"-";4870;4870;0
"22.2";;;"Ministerstwo Spraw Zagranicznych";"45";"Sprawna obsługa administracyjna ministerstwa i placówek zagranicznych";"Ocena członków Kierownictwa i dyrektorów komórek organizacyjnych – ankieta wewnętrzna";"dobra";"dobra";52635;52635;0
"22.2";;;"Ministerstwo Zdrowia";"46";"Zapewnianie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Liczba pracowników obsługi administracyjnej na 100 pracowników w urzędzie";"20,97";"20,97";7807;7807;0
"22.2";;;"Urząd Zamówień Publicznych";"49";"Zapewnienie sprawnego funkcjonowania Urzędu i pracowników";"Dostępność do świadczeń w zakresie podnoszenia kwalifikacji i ZFŚS - ocena pracowników(%)";"-";"65% ocen pozytywnych";2646;2646;0
"22.2";;;"Urząd Regulacji Energetyki";"50";"Zapewnienie sprawnego funkcjonowania Urzędu poprzez sprawną obsługę administracyjną ";"Udział kosztów obsługi administracyjnej w stosunku do kosztów zadania głównego";"11,4";"11,3";3680;3680;0
"22.2";;;"Urząd Ochrony Konkurencji i Konsumentów";"53";"Zapewnienie sprawnego funkcjonowania Urzędu w zakresie obsługi administracyjnej przy rozsądnym koszcie operacyjnym";"Wynagrodzenia pracowników obsługi administracyjnej do ogółu wydatków na wynagrodzenia w Urzędzie";"17%";"18%";8100;8100;0
"22.2";;;"Wyższy Urząd Górniczy";"60";"Doskonalenie działalności urzędów górniczych w perspektywach: procesów wewnętrznych, doskonalenia i rozwoju oraz finansowej";"Odsetek osiągniętych progów satysfakcji w ramach celów operacyjnych w perspektywach: procesów wewnętrznych, doskonalenia i rozwoju oraz finansowej";"70%";"75%";3051;3051;0
"22.2";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"62";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Odsetek urzędników służby cywilnej w korpusie służby cywilnej w urzędzie (%)";"9,20";"8,74";1527;1527;0
"22.2";;;"Ministerstwo Pracy i Polityki Społecznej";"63";"Zapewnianie sprawnego funkcjonowania Urzędu i sprawnej obsługi pracowników";"Wartość środków finansowych przeznaczonych na realizację zadania";"-";"-";177;177;0
"22.2";;;"Polski Komitet Normalizacyjny";"65";"Zabezpieczenie logistyczne instytucji";"-";"-";"-";3233;3233;0
"22.2";;;"Państwowa Agencja Atomistyki";"68";"Zapewnienie sprawnego funkcjonowania Państwowej Agencji Atomistyki i sprawnej obsługi pracowników";"Liczba pracowników obsługi administracyjnej na 100 pracowników merytorycznych";"28";"28";2174;2174;0
"22.2";;;"Urząd Transportu Kolejowego";"71";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Ocena wewnętrzna audytu";"Wystarczająca";"Wystarczająca";1938;1938;0
"22.2";;;"Kasa Rolniczego Ubezpieczenia Społecznego";"72";"Zapewnienie sprawnego funkcjonowania Kasy a tym samym terminowej realizacji zadań";"Stopień realizacji wydatków Funduszu Administracyjnego";"98,1";"98,1";0;0;0
"22.2";;;"Urząd Komunikacji Elektronicznej";"76";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Terminowość załatwiania spraw";"100";"100";19734;19734;0
"22.2";;;"Wojewodowie";"85";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"Stopień zadowolenia pracowników z obsługi administracyjnej (ankieta wśród pracowników - skala do 1 do 5, gdzie: 1 - bardzo niezadowolony, 5 - bardzo zadowolony)";"-";"-";194392;194392;0
"22.3";"22.3. Obsługa techniczna";;"Kancelaria Sejmu";"02";"Zapewnienie sprawnej obsługi technicznej Sejmu i Kancelarii Sejmu";"Stopień odnowienia umorzonego w 100% majątku trwałego";"5%";">= 5%";44892;44892;0
"22.3";;;;"02";;"Wydatki na utrzymanie 1 m2 powierzchni nieruchomości należących do Kancelarii Sejmu";"166 zł/m2";"182 zł/m2";;;
"22.3";;;"Kancelaria Senatu";"03";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"Odsetek kosztów obsługi technicznej przeznaczony na działania ukierunkowane na polepszenie funkcjonalności budynków oraz infrastruktury technicznej i informatycznej";"22 %";"38 % - 42 %";19011;19011;0
"22.3";;;"Krajowa Rada Radiofonii i Telewizji";"09";"Zapewnienie sprawnego funkcjonowania KRRiT i Biura KRRiT w zakresie obsługi technicznej";"Relacja liczby etatów obsługi technicznej do liczby etatów ogółem";"8,0%";"7,0%";2632;2632;0
"22.3";;;"Krajowe Biuro Wyborcze";"11";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania Biura";"Udział środków przeznaczonych na obsługę techniczną w budżecie ogółem w %";"13,6";"15,0";6849;6849;0
"22.3";;;"Państwowa Inspekcja Pracy";"12";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"Ocena efektywności obsługi technicznej PIP";"pozytywna";"pozytywna";38866;38866;0
"22.3";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"17";"Zapewnianie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"Liczba zgłoszonych spraw serwisowych dotyczących sprzętu komputerowego i łączności w stosunku do liczby spraw serwisowych roku poprzedniego";"246 spraw";"spadek w stosunku do wartości roku poprzedniego";581;581;0
"22.3";;;"Ministerstwo Infrastruktury";"18";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"Roczny koszt utrzymania 1 stanowiska pracy (w zł)";"6 000";"6 000";9898;9898;0
"22.3";;;;"18";;"Poniesione rzeczowe koszty na utrzymanie 1 m2 powierzchni nieruchomości w ujęciu rocznym (w zł)";"190";"190";;;
"22.3";;;"Ministerstwo Finansów";"19";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"%wskaźnik nakładów poniesionych w stosunku do rocznej wartości niezbędnych nakładów odtworzeniowych ";"wartość rocznego nakładu odtworzeniowego składników majątku";"100%";39464;39464;0
"22.3";;;"Ministerstwo Gospodarki";"20";"Zapewnienie właściwego stanu technicznego majątku MG. Poprawa bezpieczeństwa pracowników";"Realizacja zadań w danym roku budżetowym (praca ciągła)";"100%";"100%";36318;36318;0
"22.3";;;"Ministerstwo Infrastruktury";"21";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"Roczny koszt utrzymania 1 stanowiska pracy (w zł)";"6 000";"6 000";2008;2008;0
"22.3";;;;"21";;"Poniesione rzeczowe koszty na utrzymanie 1 m2 powierzchni nieruchomości w ujęciu rocznym (w zł)";"190";"190";;;
"22.3";;;"Ministerstwo Środowiska";"22";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"Wartość logiczna TAK/NIE";"TAK";"TAK";19519;19519;0
