"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Cały kraj";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIS.15.04.00-00-304/09-00";"RPD sektora transportu na rok 2009 (PKP PLK S.A.)";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.04.00";"";"Cały kraj";"";"";"21,386,445.00";"21,386,445.00";"21,386,445.00";"18,178,478.25";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"spółka przewidziana przepisami innych ustaw niż Kodeks handlowy i Kodeks cywilny lub formy prawne, do których stosuje się przepisy o spółkach - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.04.00-00-304/09-01";"Tak";"2010/01/20";"2010/01/22"
"POIS.15.04.00-00-305/09-01";"RPD sektora transportu na rok 2009 (GDDKiA)";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.04.00";"";"Cały kraj";"";"";"56,077,000.00";"56,077,000.00";"56,077,000.00";"47,665,450.00";"Generalna Dyrekcja Dróg Krajowych i Autostrad";"5262605735";"00-848";"Warszawa ";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.04.00-00-305/09-01";"Tak";"2010/01/20";"2010/04/27"
"POIS.15.04.00-00-305/10-01";"RPD sektora transport na rok 2010 (GDDKiA)";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.04.00";"";"Cały kraj";"";"";"67,793,613.00";"67,793,613.00";"57,624,571.05";"57,624,571.05";"Generalna Dyrekcja Dróg Krajowych i Autostrad";"5262605735";"00-848";"Warszawa ";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"";"";"2010/07/13";"2011/01/20"
"POPT.01.01.00-00-130/09-01";"Finansowanie działań z zakresu zarządzania zasobami ludzkimi w Ministerstwie Rozwoju Regionalnego";"Program Operacyjny Pomoc techniczna";"POPT.01.00.00";"POPT.01.01.00";"";"Cały kraj";"";"";"300,000.00";"300,000.00";"255,000.00";"255,000.00";"Ministerstwo Rozwoju Regionalnego, Biuro Zarządzania Zasobami Ludzkimi, jednostka w MRR odpowiedzialna za wsparcie jednostek realizujących NSRO";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.01.01.00-00-130/09-06";"Nie";"2010/12/30";"2011/01/20"
"POPT.01.01.00-00-180/10-00";"Finansowanie kosztów zatrudnienia pracowników urzedów kontroli skarbowej zajmujących się audytem i kontrolą funduszy strukturalnych w 2010 r.";"Program Operacyjny Pomoc techniczna";"POPT.01.00.00";"POPT.01.01.00";"";"Cały kraj";"";"";"42,500,000.00";"24,991,315.78";"21,242,618.41";"21,242,618.41";"Ministerstwo Finansów, Departament Ochrony Interesów Finansowych Unii Europejskiej, Instytucja Audytowa";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.01.01.00-00-180/10-04";"Tak";"2010/05/04";"2010/05/05"
"POPT.01.01.00-00-182/10-00";"Finansowanie kosztów zatrudnienia pracowników Generalnej Dyrekcji Ochrony Środowiska oraz Regionalnych Dyrekcji Ochrony Środowiska w 2010 roku";"Program Operacyjny Pomoc techniczna";"POPT.01.00.00";"POPT.01.01.00";"";"Cały kraj";"";"";"20,900,000.00";"5,936,409.30";"5,045,947.88";"5,045,947.88";"Generalna Dyrekcja Ochrony Środowiska, Biuro Dyrektora Generalnego, organ administracji rządowej zajmujący się zagadnieniami obszarów Natura 2000 oraz ocen oddziaływania na środowisko";"7010151052";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.01.01.00-00-182/10-04";"Tak";"2010/05/31";"2010/06/07"
"POPT.01.01.00-00-198/10-00";"Finansowanie wynagrodzeń pracowników Ministerstwa Środowiska zaangażowanych w realizację Programu Operacyjnego Infrastruktura i Środowisko w 2010 roku.";"Program Operacyjny Pomoc techniczna";"POPT.01.00.00";"POPT.01.01.00";"";"Cały kraj";"";"";"11,027,085.10";"6,772,112.59";"5,756,295.70";"5,756,295.70";"Ministerstwo Środowiska, Biuro Dyrektora Genralnego, Instytucja Pośrednicząca POIiŚ";"5261647453";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.01.01.00-00-198/10-04";"Tak";"2010/10/12";"2010/10/18"
"POPT.01.02.00-00-069/08-01";"Wsparcie administracji w zakresie dokształcania osób zaangażowanych w obsługę funduszy strukturalnych";"Program Operacyjny Pomoc techniczna";"POPT.01.00.00";"POPT.01.02.00";"";"Cały kraj";"";"";"3,730,000.00";"3,730,000.00";"3,170,500.00";"3,170,500.00";"Ministerstwo Finansów, Departament Ochrony Interesów Finansowych Unii Europejskiej, Instytucja Audytowa";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.01.02.00-00-069/08-09";"Nie";"2010/12/13";"2010/12/16"
"POPT.01.02.00-00-141/09-00";"Podnoszenie kwalifikacji zawodowych pracowników Instytucji Strategicznej w latach 2010-2011";"Program Operacyjny Pomoc techniczna";"POPT.01.00.00";"POPT.01.02.00";"";"Cały kraj";"";"";"400,000.00";"400,000.00";"340,000.00";"340,000.00";"Ministerstwo Rozwoju Regionalnego, Departament Koordynacji Polityki Strukturalnej";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.01.02.00-00-141/09-05";"Nie";"2010/01/11";"2010/01/13"
"POPT.01.02.00-00-151/10-00";"Podnoszenie kwalifikacji pracowników Instytucji Certyfikującej oraz Instytucji Pośredniczących w Certyfikacji zaangażowanych w proces certyfikacji wydatków do Komisji Europejskiej w 2010 roku";"Program Operacyjny Pomoc techniczna";"POPT.01.00.00";"POPT.01.02.00";"";"Cały kraj";"";"";"2,821,900.00";"2,821,404.00";"2,398,192.72";"2,398,192.72";"Ministerstwo Rozwoju Regionalnego, Departament Instytucji Certyfikującej, Instytucja Certyfikująca";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.01.02.00-00-151/10-04";"Tak";"2010/01/20";"2010/01/26"
"POPT.02.01.00-00-168/10-00";"Utrzymanie i rozwój systemu KSI SIMIK 07-13 w Ministerstwie Finansów (etap II)";"Program Operacyjny Pomoc techniczna";"POPT.02.00.00";"POPT.02.01.00";"";"Cały kraj";"";"";"31,000.00";"31,000.00";"26,350.00";"26,350.00";"Ministerstwo Finansów, Departament Informatyki, Operator krajowego systemu informatycznego wspomagającego realizację NSRO/PWW";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.02.01.00-00-168/10-01";"Tak";"2010/03/09";"2010/03/10"
"POPT.02.01.00-00-174/10-01";"Wsparcie wdrożenia Krajowego Systemu Informatycznego (SIMIK 07-13) oraz zapewnienie jego sprawnego funkcjonowania w 2010 i 2011r.";"Program Operacyjny Pomoc techniczna";"POPT.02.00.00";"POPT.02.01.00";"";"Cały kraj";"";"";"500,000.00";"500,000.00";"425,000.00";"425,000.00";"Ministerstwo Rozwoju Regionalnego, Departament Koordynacji Wdrażania Funduszy Unii Europejskiej, Instytucja Koordynująca NSRO";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.02.01.00-00-174/10-04";"Nie";"2010/09/13";"2010/09/16"
"POPT.02.01.00-00-186/10-01";"Utrzymanie systemu SIMIK 04-06 (etap II)";"Program Operacyjny Pomoc techniczna";"POPT.02.00.00";"POPT.02.01.00";"";"Cały kraj";"";"";"1,174,993.71";"1,161,872.71";"987,591.80";"987,591.80";"Ministerstwo Finansów, Departament Informatyki, Operator krajowego systemu informatycznego wspomagającego realizację NSRO/PWW";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.02.01.00-00-186/10-04";"Tak";"2010/10/15";"2010/10/20"
"POPT.02.02.00-00-060/08-02";"Zakup sprzętu i wyposażenia informatycznego dla urzędów kontroli skarbowej i Departamentu Ochrony Interesów Finansowych UE";"Program Operacyjny Pomoc techniczna";"POPT.02.00.00";"POPT.02.02.00";"";"Cały kraj";"";"";"8,100,000.00";"4,650,000.00";"3,952,500.00";"3,952,500.00";"Ministerstwo Finansów, Departament Ochrony Interesów Finansowych Unii Europejskiej, Instytucja Audytowa";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.02.02.00-00-060/08-08";"Nie";"2010/09/21";"2010/09/22"
"POPT.02.02.00-00-149/10-00";"Zakup infrastruktury informatycznej dla pracowników Instytucji Pośredniczących w Certyfikacji zaangażowanych w proces certyfikacji wydatków do Komisji Europejskiej w 2010 roku";"Program Operacyjny Pomoc techniczna";"POPT.02.00.00";"POPT.02.02.00";"";"Cały kraj";"";"";"307,500.00";"307,500.00";"261,375.00";"261,375.00";"Ministerstwo Rozwoju Regionalnego, Departament Instytucji Certyfikującej, Instytucja Certyfikująca";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.02.02.00-00-149/10-04";"Tak";"2010/01/15";"2010/01/20"
"POPT.03.01.00-00-136/09-01";"Wsparcie Departamentu Koordynacji Polityki Strukturalnej w realizacji NSRO w latach 2010-2011.";"Program Operacyjny Pomoc techniczna";"POPT.03.00.00";"POPT.03.01.00";"";"Cały kraj";"";"";"13,165,400.00";"13,165,400.00";"11,190,590.00";"11,190,590.00";"Ministerstwo Rozwoju Regionalnego, Departament Koordynacji Polityki Strukturalnej";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.03.01.00-00-136/09-05";"Nie";"2010/08/18";"2010/08/26"
"POPT.03.01.00-00-155/10-00";"Wsparcie funkcjonowania Instytucji Certyfikującej oraz Instytucji Pośredniczących w Certyfikacji w 2010 r.";"Program Operacyjny Pomoc techniczna";"POPT.03.00.00";"POPT.03.01.00";"";"Cały kraj";"";"";"1,607,500.00";"1,607,500.00";"1,366,375.00";"1,366,375.00";"Ministerstwo Rozwoju Regionalnego, Departament Instytucji Certyfikującej, Instytucja Certyfikująca";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.03.01.00-00-155/10-03";"Nie";"2010/01/20";"2010/01/26"
"POPT.03.01.00-00-200/10-00";"Utworzenie i funkcjonowanie sieci organów środowiskowych i instytucji zarządzających funduszami unijnymi ""Partnerstwo: Środowisko dla Rozwoju""";"Program Operacyjny Pomoc techniczna";"POPT.03.00.00";"POPT.03.01.00";"";"Cały kraj";"";"";"72,000.00";"72,000.00";"61,200.00";"61,200.00";"Generalna Dyrekcja Ochrony Środowiska, Departament Informacji o Środowisku, organ administracji rządowej zajmujący się zaganieniami obszarów Natura 2000 i ocen oddziaływania na środowisko";"7010151052";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.03.01.00-00-200/10-01";"Tak";"2010/10/05";"2010/10/13"
"POPT.04.01.00-00-016/07-03";"Wsparcie Instytucji Koordynującej Regionalne Programy Operacyjne w zakresie działań informacyjno-promocyjnych";"Program Operacyjny Pomoc techniczna";"POPT.04.00.00";"POPT.04.01.00";"";"Cały kraj";"";"";"440,007.46";"440,007.46";"374,006.34";"374,006.34";"Ministerstwo Rozwoju Regionalnego, Departament Koordynacji i Wdrażania Programów Regionalnych, jednostka odpowiedzialna za informację i promocję NSRO/PWW";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.04.01.00-00-016/07-12";"Tak";"2010/11/04";"2010/11/12"
"POPT.04.01.00-00-048/08-04";"System informacji o funduszach europejskich na lata 2007-2013";"Program Operacyjny Pomoc techniczna";"POPT.04.00.00";"POPT.04.01.00";"";"Cały kraj";"";"";"149,591,567.79";"149,591,507.79";"127,152,781.62";"127,152,781.62";"Ministerstwo Rozwoju Regionalnego, Departament Informacji, Promocji i Szkoleń, jednostka odpowiedzialna za promocję i informację NSRO/PWW";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.04.01.00-00-048/08-12";"Nie";"2010/06/08";"2010/06/17"
"POPT.04.01.00-00-065/08-02";"Promocja Programu Operacyjnego Pomoc Techniczna w nowej perspektywie";"Program Operacyjny Pomoc techniczna";"POPT.04.00.00";"POPT.04.01.00";"";"Cały kraj";"";"";"350,000.00";"350,000.00";"297,500.00";"297,500.00";"Ministerstwo Rozwoju Regionalnego, Departament Programów Pomocowych i Pomocy Technicznej, Instytucja Zarządzająca POPT";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.04.01.00-00-065/08-10";"Nie";"2010/12/29";"2010/12/31"
"POPT.04.01.00-00-202/10-00";"Kampania promocyjna i edukacyjna Funduszy Europejskich w Polsce - etap II";"Program Operacyjny Pomoc techniczna";"POPT.04.00.00";"POPT.04.01.00";"";"Cały kraj";"";"";"51,422,517.36";"51,422,517.36";"43,709,139.75";"43,709,139.75";"Ministerstwo Rozwoju Regionalnego, Departament Informacji, Promocji i Szkoleń, jednostka odpowiedzialna za promocję i informację NSRO/PWW";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.04.01.00-00-202/10-01";"Nie";"2010/11/24";"2010/11/29"
"POPT.04.02.00-00-032/08-05";"Wymiana doświadczeń pomiędzy uczestnikami procesu realizacji NSRO i promocja dobrych praktyk";"Program Operacyjny Pomoc techniczna";"POPT.04.00.00";"POPT.04.02.00";"";"Cały kraj";"";"";"14,631,931.39";"14,631,931.39";"12,437,141.68";"12,437,141.68";"Ministerstwo Rozwoju Regionalnego, Departament Informacji, Promocji i Szkoleń, jednostka odpowiedzialna za promocję i informację NSRO/PWW";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.04.02.00-00-032/08-13";"Nie";"2010/10/04";"2010/10/07"
"POPT.04.02.00-00-138/09-01";"Wymiana doświadczeń pomiędzy instytucjami zaangażowanymi w realizację polityki spójności w latach 2010-2011";"Program Operacyjny Pomoc techniczna";"POPT.04.00.00";"POPT.04.02.00";"";"Cały kraj";"";"";"660,000.00";"660,000.00";"561,000.00";"561,000.00";"Ministerstwo Rozwoju Regionalnego, Departament Koordynacji Polityki Strukturalnej, Instytucja Strategiczna";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.04.02.00-00-138/09-04";"Nie";"2010/08/18";"2010/08/26"
"POPT.04.02.00-00-154/10-00";"Wymiana doswiadczeń pracowników Instytucji Certyfikujacej oraz Instytucji Pośredniczących w Certyfikacji z innymi instytucjami zaangażowanymi w realizację NSRO w 2010 r.";"Program Operacyjny Pomoc techniczna";"POPT.04.00.00";"POPT.04.02.00";"";"Cały kraj";"";"";"214,000.00";"214,000.00";"181,900.00";"181,900.00";"Ministerstwo Rozwoju Regionalnego, Departament Instytucji Certyfikującej, Instytucja Certyfikująca";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.04.02.00-00-154/10-04";"Tak";"2010/01/20";"2010/01/26"
"POPT.04.02.00-00-163/10-01";"Wymiana doswiadczeń w realizacji RPO";"Program Operacyjny Pomoc techniczna";"POPT.04.00.00";"POPT.04.02.00";"";"Cały kraj";"";"";"321,354.18";"321,348.18";"273,145.95";"273,145.95";"Ministerstwo Rozwoju Regionalnego, Departament Koordynacji i Wdrażania Programów Regionalnych";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.04.02.00-00-163/10-04";"Tak";"2010/12/09";"2010/12/16"
"POPW.01.04.03-00-007/09-03";"RAZEM CIEPLEJ - Rozwój Warmińsko-Mazurskiego Klastra Ciepłowniczego";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.01.00.00";"POPW.01.04.00";"POPW.01.04.03";"Cały kraj";"";"";"4,816,598.00";"4,816,598.00";"4,334,938.20";"3,684,697.47";"Warmińsko-Mazurska Agencja Rozwoju Regionalnego S.A. w Olsztynie";"7390503912";"10-516";"Olsztyn";"Warmińsko-mazurskie";"Powiat m. Olsztyn";"03 Transfer technologii i udoskonalanie sieci współpracy między MŚP, między MŚP a innymi przedsiębiorstwami, uczelniami, wszelkiego rodzaju instytucjami na poziomie szkolnictwa pomaturalnego, władzami regionalnymi, ośrodkami badawczymi oraz biegunami naukowymi i technologicznymi (parkami naukowymi i technologicznymi, technopoliami itd.)";"spółka akcyjna - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/01/18";"2011/04/15"
"POPW.01.04.03-00-008/09-03";"Wzmocnienie potencjału innowacyjnego i rozwój klastra stolarki otworowej w Polsce Wschodniej";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.01.00.00";"POPW.01.04.00";"POPW.01.04.03";"Cały kraj";"";"";"3,168,160.00";"3,168,160.00";"2,851,344.00";"2,423,642.40";"Warmińsko-Mazurska Izba Rzemiosła i Przedsiebiorczości";"7390202139";"10-029";"Olsztyn";"Warmińsko-mazurskie";"Powiat m. Olsztyn";"03 Transfer technologii i udoskonalanie sieci współpracy między MŚP, między MŚP a innymi przedsiębiorstwami, uczelniami, wszelkiego rodzaju instytucjami na poziomie szkolnictwa pomaturalnego, władzami regionalnymi, ośrodkami badawczymi oraz biegunami naukowymi i technologicznymi (parkami naukowymi i technologicznymi, technopoliami itd.)";"samorząd gospodarczy i zawodowy";"00 Nie dotyczy";"";"";"2010/04/20";"2011/04/14"
"POPW.01.04.04-00-004/09-03";"Kierunki rozwoju subregionalnych biegunów wzrostu i instrumentów wsparcia przedsiebiorczości na przykładzie Elblaga i Suwałk";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.01.00.00";"POPW.01.04.00";"POPW.01.04.04";"Cały kraj";"";"";"994,000.00";"994,000.00";"894,600.00";"844,900.00";"Gmina Miasto Elbląg";"5780007338";"82-300";"Elblag";"Warmińsko-mazurskie";"Powiat elbląski / Powiat m. Elbląg";"81 Rozwiązania na rzecz podniesienia jakości opracowania, monitorowania, ewaluacji polityk i programów na poziomie krajowym, regionalnym i lokalnym, wzmocnienie zdolności w zakresie realizacji polityk i programów";"gminna samorządowa jednostka organizacyjna";"00 Nie dotyczy";"POPW.01.04.04-00-004/09-06";"Nie";"2010/04/21";"2011/04/28"
"POPW.01.04.04-00-006/09-02";"Razem dla Polski Wschodniej";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.01.00.00";"POPW.01.04.00";"POPW.01.04.04";"Cały kraj";"";"";"572,165.00";"572,165.00";"514,948.50";"486,340.25";"Gmina miejsko-wiejska Ciechanowiec";"7221004454";"18-230";"Ciechanowiec";"Podlaskie";"Powiat wysokomazowiecki";"81 Rozwiązania na rzecz podniesienia jakości opracowania, monitorowania, ewaluacji polityk i programów na poziomie krajowym, regionalnym i lokalnym, wzmocnienie zdolności w zakresie realizacji polityk i programów";"wspólnota samorządowa - gmina";"00 Nie dotyczy";"POPW.01.04.04-00-006/09-06";"Nie";"2010/03/05";"2011/04/06"
"POPW.05.01.00-00-001/09-03";"Promocja zrównoważonego rozwoju turystyki";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.05.00.00";"POPW.05.01.00";"";"Cały kraj";"";"";"23,944,117.68";"23,944,117.68";"23,944,117.68";"20,352,500.00";"Polska Organizacja Turystyczna";"5252150196";"00-613";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"państwowa osoba prawna";"00 Nie dotyczy";"POPW.05.01.00-00-001/09-08";"Nie";"2010/02/15";"2010/08/09"
"POPW.06.01.00-00-001/10-02";"Roczny Plan Działania Pomocy Technicznej PO RPW 2007-2013 na rok 2010 dla Instytucji Pośredniczącej PO RPW";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.06.00.00";"POPW.06.01.00";"";"Cały kraj";"";"";"9,644,306.20";"9,644,306.20";"9,644,306.20";"8,197,660.27";"Polska Agencja Rozwoju Przedsiębiorczości";"5262501444";"00-834";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POPW.06.01.00-00-001/10-06-K01";"Tak";"2010/12/31";"2011/01/03"
"POPW.06.01.00-00-001/11-00";"Roczny Plan Działania Pomocy Technicznej PO RPW 2007-2013 na rok 2011 dla Instytucji Zarządzającej PO RPW";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.06.00.00";"POPW.06.01.00";"";"Cały kraj";"";"";"9,795,000.00";"9,795,000.00";"9,795,000.00";"8,325,750.00";"Ministerstwo Rozwoju Regionalnego Departament Programów Ponadregionalnych";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPW.06.01.00-00-001/11-01";"Nie";"2010/12/08";"2010/12/13"
